state,fips,cases,deaths
Washington,53,106189,2396
Illinois,17,370134,9704
California,06,902325,17316
Arizona,04,235910,5865
Massachusetts,25,148285,9830
Wisconsin,55,200479,1776
Texas,48,899390,17874
Nebraska,31,62677,598
Utah,49,101574,567
Oregon,41,41357,651
Florida,12,771772,16339
New York,36,496510,33038
Rhode Island,44,30118,1177
Georgia,13,357319,7584
New Hampshire,33,10112,471
North Carolina,37,255534,4140
New Jersey,34,227219,16273
Colorado,08,92067,2233
Maryland,24,139185,4078
Nevada,32,94044,1739
Tennessee,47,237607,3043
Hawaii,15,14617,208
Indiana,18,160145,4092
Kentucky,21,96043,1462
Minnesota,27,129916,2367
Oklahoma,40,113856,1234
Pennsylvania,42,195659,8695
South Carolina,45,168549,3777
District of Columbia,11,16609,642
Kansas,20,78122,975
Missouri,29,171871,2764
Vermont,50,2016,58
Virginia,51,171284,3539
Connecticut,09,66052,4577
Iowa,19,113596,1629
Louisiana,22,182603,5820
Ohio,39,192948,5184
Michigan,26,172128,7485
South Dakota,46,37202,356
Arkansas,05,104135,1782
Delaware,10,23687,678
Mississippi,28,113876,3238
New Mexico,35,40168,960
North Dakota,38,35944,445
Wyoming,56,10545,68
Alaska,02,13067,64
Maine,23,6095,146
Alabama,01,180916,2859
Idaho,16,58083,568
Montana,30,26600,283
West Virginia,54,21392,422
