state,fips,cases,deaths
Washington,53,79120,2033
Illinois,17,242715,8347
California,06,727398,13497
Arizona,04,203964,5133
Massachusetts,25,121546,9077
Wisconsin,55,83119,1155
Texas,48,653321,13387
Nebraska,31,35469,410
Utah,49,53412,416
Oregon,41,27356,475
Florida,12,637005,11649
New York,36,441835,32567
Rhode Island,44,22143,1055
Georgia,13,261056,5735
New Hampshire,33,7347,432
North Carolina,37,172791,2829
New Jersey,34,194756,15971
Colorado,08,58680,1963
Maryland,24,110504,3778
Nevada,32,70319,1366
Tennessee,47,157028,1791
Hawaii,15,9177,78
Indiana,18,98971,3332
Kentucky,21,54067,1021
Minnesota,27,78175,1889
Oklahoma,40,61027,835
Pennsylvania,42,141578,7805
South Carolina,45,121696,2807
District of Columbia,11,14135,609
Kansas,20,44755,475
Missouri,29,90392,1680
Vermont,50,1637,58
Virginia,51,123668,2652
Connecticut,09,53209,4468
Iowa,19,67693,1137
Louisiana,22,151547,5021
Ohio,39,127112,4226
Michigan,26,115393,6794
South Dakota,46,14337,169
Arkansas,05,63504,861
Delaware,10,17653,606
Mississippi,28,85116,2536
New Mexico,35,25812,791
North Dakota,38,12633,154
Wyoming,56,3939,41
Alaska,02,6287,37
Maine,23,4617,133
Alabama,01,129285,2233
Idaho,16,33361,375
Montana,30,7903,111
West Virginia,54,10845,237
