state,fips,cases,deaths
Washington,53,48601,1512
Illinois,17,163284,7491
California,06,391460,7710
Arizona,04,143644,2768
Massachusetts,25,113534,8431
Wisconsin,55,45953,853
Texas,48,338036,4033
Nebraska,31,22637,308
Utah,49,34117,243
Oregon,41,14586,262
Florida,12,350039,4981
New York,36,411515,32187
Rhode Island,44,17793,990
Georgia,13,130794,3110
New Hampshire,33,6203,398
North Carolina,37,99841,1661
New Jersey,34,178757,15706
Colorado,08,40182,1753
Maryland,24,78698,3377
Nevada,32,35826,648
Tennessee,47,76180,834
Hawaii,15,1359,23
Indiana,18,57965,2822
Kentucky,21,23600,691
Minnesota,27,46244,1581
Oklahoma,40,25265,451
Pennsylvania,42,105384,7074
South Carolina,45,69986,1155
District of Columbia,11,11261,578
Kansas,20,22459,313
Missouri,29,35154,1158
Vermont,50,1350,56
Virginia,51,77430,2027
Connecticut,09,47893,4396
Iowa,19,38813,793
Louisiana,22,91816,3543
Ohio,39,74932,3174
Michigan,26,81935,6369
South Dakota,46,7906,118
Arkansas,05,33228,357
Delaware,10,13519,523
Mississippi,28,42638,1355
New Mexico,35,16971,571
North Dakota,38,5023,96
Wyoming,56,2126,24
Alaska,02,2275,16
Maine,23,3687,117
Alabama,01,67011,1287
Idaho,16,14960,120
Montana,30,2533,37
West Virginia,54,5042,100
