state,fips,cases,deaths
Washington,53,351419,5183
Illinois,17,1209847,23163
California,06,3617356,55336
Arizona,04,831832,16519
Massachusetts,25,598859,16580
Wisconsin,55,624508,7167
Texas,48,2722037,46391
Nebraska,31,204722,2236
Utah,49,377550,2017
Oregon,41,159130,2328
Florida,12,1967857,32144
New York,36,1728900,48277
Rhode Island,44,130502,2567
Georgia,13,1006519,17615
New Hampshire,33,78074,1195
North Carolina,37,886782,11688
New Jersey,34,830847,23854
Colorado,08,443842,6113
Maryland,24,391662,8030
Nevada,32,298706,5099
Tennessee,47,775589,11536
Hawaii,15,28156,446
Indiana,18,674293,12824
Kentucky,21,418540,5080
Minnesota,27,495276,6805
Oklahoma,40,431366,4701
Pennsylvania,42,966620,24576
South Carolina,45,530880,8833
District of Columbia,11,42282,1038
Kansas,20,300698,4824
Missouri,29,573751,8752
Vermont,50,16623,212
Virginia,51,592214,9961
Connecticut,09,290577,7765
Iowa,19,342343,5632
Louisiana,22,436482,9861
Ohio,39,986740,17871
Michigan,26,667799,16720
South Dakota,46,114347,1907
Arkansas,05,326499,5437
Delaware,10,89911,1496
Mississippi,28,299887,6883
New Mexico,35,187984,3851
North Dakota,38,100878,1486
Wyoming,56,55163,691
Alaska,02,59796,292
Maine,23,46650,723
Alabama,01,502711,10299
Idaho,16,175068,1912
Montana,30,101683,1393
West Virginia,54,134842,2511
