state,fips,cases,deaths
Washington,53,5180,221
Illinois,17,5070,84
California,06,7421,147
Arizona,04,1169,20
Massachusetts,25,5752,56
Wisconsin,55,1269,20
Texas,48,3065,46
Nebraska,31,185,3
Utah,49,806,4
Oregon,41,607,16
Florida,12,5695,72
New York,36,67504,1512
Rhode Island,44,408,4
Georgia,13,3032,103
New Hampshire,33,314,3
North Carolina,37,1303,6
New Jersey,34,16636,199
Colorado,08,2628,51
Maryland,24,1415,15
Nevada,32,1044,18
Tennessee,47,1721,13
Hawaii,15,204,0
Indiana,18,1797,44
Kentucky,21,480,11
Minnesota,27,576,10
Oklahoma,40,481,17
Pennsylvania,42,4156,48
South Carolina,45,925,18
District of Columbia,11,401,9
Kansas,20,374,9
Missouri,29,1049,13
Vermont,50,256,12
Virginia,51,1020,26
Connecticut,09,2571,36
Iowa,19,424,6
Louisiana,22,4024,186
Ohio,39,1933,40
Michigan,26,6508,197
South Dakota,46,100,1
Arkansas,05,508,7
Delaware,10,264,7
Mississippi,28,848,16
New Mexico,35,282,4
North Dakota,38,109,3
Wyoming,56,96,0
Alaska,02,120,2
Maine,23,275,3
Alabama,01,947,11
Idaho,16,415,7
Montana,30,177,4
West Virginia,54,145,1
