state,fips,cases,deaths
Washington,53,20280,1054
Illinois,17,102995,4634
California,06,88488,3624
Arizona,04,15315,763
Massachusetts,25,90084,6148
Wisconsin,55,14172,487
Texas,48,53441,1480
Nebraska,31,11423,148
Utah,49,7876,92
Oregon,41,3817,145
Florida,12,48667,2143
New York,36,361313,28663
Rhode Island,44,13571,556
Georgia,13,38969,1749
New Hampshire,33,3935,199
North Carolina,37,20934,734
New Jersey,34,151472,10843
Colorado,08,23161,1310
Maryland,24,43645,2159
Nevada,32,7404,381
Tennessee,47,18970,313
Hawaii,15,637,17
Indiana,18,30673,1913
Kentucky,21,8475,393
Minnesota,27,18209,818
Oklahoma,40,5680,304
Pennsylvania,42,69252,4887
South Carolina,45,9379,416
District of Columbia,11,7788,412
Kansas,20,8771,199
Missouri,29,11657,670
Vermont,50,950,54
Virginia,51,34137,1099
Connecticut,09,39208,3582
Iowa,19,16170,414
Louisiana,22,36627,2629
Ohio,39,30168,1836
Michigan,26,53468,5129
South Dakota,46,4177,47
Arkansas,05,5458,110
Delaware,10,8386,317
Mississippi,28,12222,580
New Mexico,35,6472,294
North Dakota,38,2229,51
Wyoming,56,801,12
Alaska,02,402,8
Maine,23,1877,73
Alabama,01,13414,529
Idaho,16,2534,77
Montana,30,479,16
West Virginia,54,1603,71
