state,fips,cases,deaths
Washington,53,73353,1944
Illinois,17,220459,8107
California,06,665325,12137
Arizona,04,197909,4760
Massachusetts,25,125360,8921
Wisconsin,55,74740,1092
Texas,48,599156,11650
Nebraska,31,31780,382
Utah,49,48950,387
Oregon,41,24711,422
Florida,12,597589,10273
New York,36,433881,32464
Rhode Island,44,21022,1030
Georgia,13,235783,4982
New Hampshire,33,7092,429
North Carolina,37,153966,2546
New Jersey,34,191175,15943
Colorado,08,54939,1923
Maryland,24,104040,3685
Nevada,32,65150,1197
Tennessee,47,139366,1542
Hawaii,15,6333,46
Indiana,18,87325,3218
Kentucky,21,45225,899
Minnesota,27,68913,1807
Oklahoma,40,52599,725
Pennsylvania,42,133160,7643
South Carolina,45,111295,2493
District of Columbia,11,13534,604
Kansas,20,37544,431
Missouri,29,75468,1519
Vermont,50,1553,58
Virginia,51,112072,2443
Connecticut,09,51519,4460
Iowa,19,55996,1033
Louisiana,22,141861,4687
Ohio,39,114165,3975
Michigan,26,106141,6657
South Dakota,46,11135,160
Arkansas,05,56199,674
Delaware,10,16828,600
Mississippi,28,77268,2237
New Mexico,35,24302,743
North Dakota,38,9740,139
Wyoming,56,3543,37
Alaska,02,5492,29
Maine,23,4317,130
Alabama,01,114532,2011
Idaho,16,29808,307
Montana,30,6392,90
West Virginia,54,9185,176
