state,fips,cases,deaths
Washington,53,353344,5192
Illinois,17,1213763,23216
California,06,3626304,56606
Arizona,04,833391,16553
Massachusetts,25,603464,16673
Wisconsin,55,625888,7179
Texas,48,2732352,46694
Nebraska,31,205440,2236
Utah,49,378658,2027
Oregon,41,159872,2333
Florida,12,1979626,32347
New York,36,1748739,48537
Rhode Island,44,131487,2576
Georgia,13,1009499,17710
New Hampshire,33,78813,1199
North Carolina,37,890709,11739
New Jersey,34,840846,23925
Colorado,08,446827,6121
Maryland,24,394240,8055
Nevada,32,299517,5121
Tennessee,47,778768,11535
Hawaii,15,28312,448
Indiana,18,676235,12864
Kentucky,21,420010,5147
Minnesota,27,498286,6815
Oklahoma,40,432793,4701
Pennsylvania,42,972772,24630
South Carolina,45,534188,8878
District of Columbia,11,42623,1042
Kansas,20,301134,4835
Missouri,29,574951,8771
Vermont,50,16992,214
Virginia,51,595865,10060
Connecticut,09,293102,7788
Iowa,19,343303,5643
Louisiana,22,437565,9903
Ohio,39,990340,17871
Michigan,26,673661,16770
South Dakota,46,114649,1912
Arkansas,05,327060,5481
Delaware,10,90614,1511
Mississippi,28,300881,6903
New Mexico,35,188488,3855
North Dakota,38,101032,1488
Wyoming,56,55327,691
Alaska,02,60174,292
Maine,23,47199,725
Alabama,01,508229,10329
Idaho,16,175774,1918
Montana,30,102055,1394
West Virginia,54,135678,2531
