state,fips,cases,deaths
Washington,53,12255,661
Illinois,17,31508,1359
California,06,33862,1223
Arizona,04,5064,191
Massachusetts,25,39643,1809
Wisconsin,55,4564,231
Texas,48,20035,523
Nebraska,31,1646,33
Utah,49,3213,28
Oregon,41,1956,75
Florida,12,27050,822
New York,36,251608,18412
Rhode Island,44,5090,155
Georgia,13,18447,767
New Hampshire,33,1447,42
North Carolina,37,6764,187
New Jersey,34,88806,4377
Colorado,08,10106,448
Maryland,24,13750,582
Nevada,32,3830,163
Tennessee,47,6994,156
Hawaii,15,578,10
Indiana,18,11784,666
Kentucky,21,3050,155
Minnesota,27,2470,143
Oklahoma,40,2680,143
Pennsylvania,42,34005,1366
South Carolina,45,4439,124
District of Columbia,11,2927,105
Kansas,20,2030,101
Missouri,29,5807,201
Vermont,50,816,37
Virginia,51,8989,300
Connecticut,09,19815,1331
Iowa,19,3175,79
Louisiana,22,24523,1328
Ohio,39,12919,509
Michigan,26,31929,2466
South Dakota,46,1685,7
Arkansas,05,1971,42
Delaware,10,2745,72
Mississippi,28,4512,169
New Mexico,35,1971,58
North Dakota,38,627,13
Wyoming,56,426,2
Alaska,02,319,7
Maine,23,875,35
Alabama,01,5078,164
Idaho,16,1736,48
Montana,30,433,12
West Virginia,54,908,26
