state,fips,cases,deaths
Washington,53,377979,5373
Illinois,17,1280295,23777
California,06,3696767,60334
Arizona,04,849022,17092
Massachusetts,25,657578,17379
Wisconsin,55,645081,7380
Texas,48,2825743,49338
Nebraska,31,214137,2329
Utah,49,389821,2159
Oregon,41,170085,2451
Florida,12,2118705,34013
New York,36,1948232,50527
Rhode Island,44,141097,2638
Georgia,13,1048888,18886
New Hampshire,33,88446,1256
North Carolina,37,935163,12274
New Jersey,34,950103,24859
Colorado,08,479514,6209
Maryland,24,425433,8444
Nevada,32,307704,5332
Tennessee,47,807996,11900
Hawaii,15,30956,468
Indiana,18,700830,13138
Kentucky,21,435930,6344
Minnesota,27,540355,7022
Oklahoma,40,442805,6669
Pennsylvania,42,1073909,25457
South Carolina,45,561773,9273
District of Columbia,11,45762,1081
Kansas,20,306518,4938
Missouri,29,591525,9006
Vermont,50,20965,231
Virginia,51,634325,10458
Connecticut,09,321586,7944
Iowa,19,356509,5857
Louisiana,22,448838,10216
Ohio,39,1037600,18827
Michigan,26,819775,17552
South Dakota,46,119705,1946
Arkansas,05,332053,5661
Delaware,10,98203,1577
Mississippi,28,307332,7095
New Mexico,35,193368,3978
North Dakota,38,104732,1502
Wyoming,56,56873,701
Alaska,02,64259,299
Maine,23,53745,750
Alabama,01,518588,10712
Idaho,16,183258,1995
Montana,30,106205,1523
West Virginia,54,145754,2742
