state,fips,cases,deaths
Washington,53,65248,1773
Illinois,17,195897,7852
California,06,563244,10365
Arizona,04,187086,4152
Massachusetts,25,121040,8735
Wisconsin,55,64835,1009
Texas,48,510392,8984
Nebraska,31,28432,353
Utah,49,44130,337
Oregon,41,21272,359
Florida,12,532798,8185
New York,36,425568,32354
Rhode Island,44,19738,1014
Georgia,13,200147,4108
New Hampshire,33,6831,419
North Carolina,37,136250,2195
New Jersey,34,186626,15874
Colorado,08,50799,1863
Maryland,24,96065,3585
Nevada,32,56278,959
Tennessee,47,119788,1209
Hawaii,15,3475,30
Indiana,18,76071,3041
Kentucky,21,36316,790
Minnesota,27,60939,1698
Oklahoma,40,43561,603
Pennsylvania,42,123312,7374
South Carolina,45,100435,2031
District of Columbia,11,12753,591
Kansas,20,31145,380
Missouri,29,59895,1386
Vermont,50,1459,58
Virginia,51,100086,2326
Connecticut,09,50320,4441
Iowa,19,48919,931
Louisiana,22,131517,4263
Ohio,39,100848,3669
Michigan,26,96835,6520
South Dakota,46,9605,146
Arkansas,05,49383,544
Delaware,10,15575,591
Mississippi,28,67173,1896
New Mexico,35,22315,685
North Dakota,38,7600,116
Wyoming,56,3050,28
Alaska,02,4471,24
Maine,23,4042,125
Alabama,01,101334,1768
Idaho,16,24797,237
Montana,30,4952,75
West Virginia,54,7694,139
