state,fips,cases,deaths
Washington,53,97223,2289
Illinois,17,320283,9235
California,06,854302,16568
Arizona,04,224985,5759
Massachusetts,25,138340,9587
Wisconsin,55,155752,1470
Texas,48,829758,17019
Nebraska,31,51887,525
Utah,49,84697,512
Oregon,41,36925,600
Florida,12,728913,15185
New York,36,477870,32875
Rhode Island,44,26294,1130
Georgia,13,335351,7223
New Hampshire,33,9092,455
North Carolina,37,229959,3786
New Jersey,34,214665,16171
Colorado,08,78047,2121
Maryland,24,131169,3995
Nevada,32,85463,1659
Tennessee,47,209593,2729
Hawaii,15,13532,167
Indiana,18,135789,3782
Kentucky,21,81630,1293
Minnesota,27,110881,2184
Oklahoma,40,98621,1095
Pennsylvania,42,175804,8421
South Carolina,45,156621,3551
District of Columbia,11,15918,636
Kansas,20,67193,768
Missouri,29,148199,2483
Vermont,50,1857,58
Virginia,51,157905,3354
Connecticut,09,60038,4530
Iowa,19,99099,1460
Louisiana,22,173406,5635
Ohio,39,167458,4997
Michigan,26,149406,7221
South Dakota,46,27947,286
Arkansas,05,92220,1552
Delaware,10,21998,653
Mississippi,28,104638,3096
New Mexico,35,32722,907
North Dakota,38,26632,340
Wyoming,56,7455,54
Alaska,02,10350,56
Maine,23,5696,143
Alabama,01,164526,2664
Idaho,16,47927,508
Montana,30,18118,209
West Virginia,54,17913,381
