state,fips,cases,deaths
Washington,53,103845,2380
Illinois,17,356151,9562
California,06,887093,17067
Arizona,04,232939,5837
Massachusetts,25,145464,9758
Wisconsin,55,187898,1660
Texas,48,879949,17644
Nebraska,31,59409,575
Utah,49,96643,552
Oregon,41,40149,636
Florida,12,760381,16104
New York,36,491216,32998
Rhode Island,44,28649,1164
Georgia,13,351990,7494
New Hampshire,33,9828,468
North Carolina,37,249158,4018
New Jersey,34,223982,16227
Colorado,08,87966,2212
Maryland,24,137229,4050
Nevada,32,91679,1728
Tennessee,47,229794,2924
Hawaii,15,14302,188
Indiana,18,153088,4008
Kentucky,21,91731,1403
Minnesota,27,125584,2299
Oklahoma,40,109548,1191
Pennsylvania,42,189988,8591
South Carolina,45,165493,3696
District of Columbia,11,16445,642
Kansas,20,74883,902
Missouri,29,164891,2668
Vermont,50,1956,58
Virginia,51,167754,3485
Connecticut,09,64455,4559
Iowa,19,109210,1576
Louisiana,22,179769,5772
Ohio,39,185639,5083
Michigan,26,165949,7386
South Dakota,46,34457,330
Arkansas,05,100441,1728
Delaware,10,23325,668
Mississippi,28,111322,3202
New Mexico,35,37896,942
North Dakota,38,33671,417
Wyoming,56,9526,61
Alaska,02,12349,63
Maine,23,5989,146
Alabama,01,174528,2805
Idaho,16,55153,541
Montana,30,24201,252
West Virginia,54,20519,408
