state,fips,cases,deaths
Washington,53,35921,1343
Illinois,17,146407,7197
California,06,248198,6263
Arizona,04,87495,1766
Massachusetts,25,109338,8132
Wisconsin,55,32876,801
Texas,48,182260,2562
Nebraska,31,19476,284
Utah,49,23466,176
Oregon,41,9344,212
Florida,12,169098,3616
New York,36,399642,31814
Rhode Island,44,16941,959
Georgia,13,82475,2801
New Hampshire,33,5822,375
North Carolina,37,68512,1402
New Jersey,34,174212,15107
Colorado,08,33335,1701
Maryland,24,69015,3212
Nevada,32,19871,525
Tennessee,47,46176,612
Hawaii,15,929,18
Indiana,18,47553,2662
Kentucky,21,16370,605
Minnesota,27,37247,1495
Oklahoma,40,14539,395
Pennsylvania,42,92703,6758
South Carolina,45,39701,784
District of Columbia,11,10390,554
Kansas,20,15226,282
Missouri,29,23085,1056
Vermont,50,1227,56
Virginia,51,63735,1816
Connecticut,09,46646,4326
Iowa,19,30259,719
Louisiana,22,61669,3255
Ohio,39,54166,2903
Michigan,26,71853,6216
South Dakota,46,6893,97
Arkansas,05,22075,279
Delaware,10,11731,510
Mississippi,28,28770,1092
New Mexico,35,12520,503
North Dakota,38,3666,89
Wyoming,56,1550,20
Alaska,02,1224,12
Maine,23,3328,105
Alabama,01,40111,985
Idaho,16,6688,93
Montana,30,1083,22
West Virginia,54,3053,93
