state,fips,cases,deaths
Washington,53,182758,3062
Illinois,17,771696,13808
California,06,1318139,19791
Arizona,04,355054,6885
Massachusetts,25,246398,10910
Wisconsin,55,432217,3847
Texas,48,1326103,22890
Nebraska,31,136968,1205
Utah,49,209258,926
Oregon,41,81441,1004
Florida,12,1039199,18993
New York,36,690143,34409
Rhode Island,44,62137,1413
Georgia,13,476181,9443
New Hampshire,33,23690,552
North Carolina,37,384165,5505
New Jersey,34,358498,17255
Colorado,08,252960,3375
Maryland,24,209512,4790
Nevada,32,163065,2276
Tennessee,47,383995,4822
Hawaii,15,18373,254
Indiana,18,370091,6122
Kentucky,21,198506,2216
Minnesota,27,339032,3904
Oklahoma,40,208875,1860
Pennsylvania,42,404699,11189
South Carolina,45,226013,4496
District of Columbia,11,22480,693
Kansas,20,171513,1786
Missouri,29,330445,4375
Vermont,50,4763,77
Virginia,51,247380,4160
Connecticut,09,127715,5146
Iowa,19,241531,2665
Louisiana,22,247177,6548
Ohio,39,456963,6882
Michigan,26,419704,10113
South Dakota,46,84398,1064
Arkansas,05,167137,2586
Delaware,10,38398,782
Mississippi,28,161516,3916
New Mexico,35,104935,1706
North Dakota,38,81955,995
Wyoming,56,35737,257
Alaska,02,35138,135
Maine,23,12844,224
Alabama,01,264199,3831
Idaho,16,108741,1037
Montana,30,66494,728
West Virginia,54,52172,799
