state,fips,cases,deaths
Washington,53,10547,525
Illinois,17,22025,800
California,06,24334,725
Arizona,04,3702,122
Massachusetts,25,26867,844
Wisconsin,55,3428,155
Texas,48,14487,320
Nebraska,31,870,19
Utah,49,2368,18
Oregon,41,1584,53
Florida,12,21011,498
New York,36,197973,12998
Rhode Island,44,2976,73
Georgia,13,13125,479
New Hampshire,33,1020,23
North Carolina,37,4788,91
New Jersey,34,64584,2443
Colorado,08,7691,308
Maryland,24,8936,262
Nevada,32,3036,114
Tennessee,47,5483,114
Hawaii,15,502,9
Indiana,18,8300,414
Kentucky,21,2048,106
Minnesota,27,1650,70
Oklahoma,40,2069,98
Pennsylvania,42,24295,563
South Carolina,45,3439,87
District of Columbia,11,1955,52
Kansas,20,1384,63
Missouri,29,4388,136
Vermont,50,748,27
Virginia,51,5746,149
Connecticut,09,13381,602
Iowa,19,1710,44
Louisiana,22,21016,884
Ohio,39,6975,274
Michigan,26,25490,1603
South Dakota,46,867,6
Arkansas,05,1475,30
Delaware,10,1761,41
Mississippi,28,2942,98
New Mexico,35,1345,31
North Dakota,38,331,9
Wyoming,56,373,1
Alaska,02,275,6
Maine,23,698,19
Alabama,01,3805,104
Idaho,16,1499,33
Montana,30,394,7
West Virginia,54,638,9
