state,fips,cases,deaths
Washington,53,609,40
Illinois,17,66,0
California,06,381,5
Arizona,04,12,0
Massachusetts,25,138,0
Wisconsin,55,27,0
Texas,48,69,0
Nebraska,31,29,0
Utah,49,21,0
Oregon,41,36,1
Florida,12,70,3
New York,36,610,2
Rhode Island,44,20,0
Georgia,13,65,1
New Hampshire,33,7,0
North Carolina,37,25,0
New Jersey,34,75,2
Colorado,08,103,2
Maryland,24,27,0
Nevada,32,21,0
Tennessee,47,32,0
Hawaii,15,4,0
Indiana,18,15,0
Kentucky,21,18,0
Minnesota,27,21,0
Oklahoma,40,4,0
Pennsylvania,42,47,0
South Carolina,45,19,0
District of Columbia,11,16,0
Kansas,20,8,1
Missouri,29,5,0
Vermont,50,5,0
Virginia,51,42,1
Connecticut,09,20,0
Iowa,19,18,0
Louisiana,22,77,1
Ohio,39,26,0
Michigan,26,33,0
South Dakota,46,9,1
Arkansas,05,9,0
Delaware,10,4,0
Mississippi,28,6,0
New Mexico,35,13,0
North Dakota,38,1,0
Wyoming,56,3,0
Alaska,02,1,0
Maine,23,3,0
Alabama,01,12,0
Idaho,16,5,0
Montana,30,6,0
West Virginia,54,0,0
