state,fips,cases,deaths
Washington,53,361300,5286
Illinois,17,1233417,23442
California,06,3653318,58386
Arizona,04,837987,16874
Massachusetts,25,622226,17010
Wisconsin,55,632331,7268
Texas,48,2771966,47993
Nebraska,31,207938,2280
Utah,49,383260,2089
Oregon,41,162878,2381
Florida,12,2027421,32956
New York,36,1823602,49305
Rhode Island,44,135290,2607
Georgia,13,1026632,18181
New Hampshire,33,82039,1229
North Carolina,37,908868,12025
New Jersey,34,881880,24330
Colorado,08,457010,6161
Maryland,24,404167,8217
Nevada,32,302196,5215
Tennessee,47,791437,11692
Hawaii,15,29120,455
Indiana,18,684281,12982
Kentucky,21,427004,6004
Minnesota,27,510476,6892
Oklahoma,40,436504,4850
Pennsylvania,42,1005504,24972
South Carolina,45,545254,9083
District of Columbia,11,43669,1053
Kansas,20,303267,4881
Missouri,29,581612,8903
Vermont,50,18215,223
Virginia,51,610263,10147
Connecticut,09,303510,7862
Iowa,19,348492,5708
Louisiana,22,442620,10073
Ohio,39,1006171,18382
Michigan,26,712194,16994
South Dakota,46,116624,1927
Arkansas,05,329511,5571
Delaware,10,93038,1536
Mississippi,28,303942,6987
New Mexico,35,190491,3918
North Dakota,38,102230,1497
Wyoming,56,55920,695
Alaska,02,61558,299
Maine,23,49190,731
Alabama,01,513138,10504
Idaho,16,179009,1957
Montana,30,103961,1435
West Virginia,54,139251,2624
