state,fips,cases,deaths
Washington,53,115608,2507
Illinois,17,437879,10177
California,06,949383,17751
Arizona,04,249841,6022
Massachusetts,25,161585,10035
Wisconsin,55,251227,2179
Texas,48,974292,18722
Nebraska,31,74120,665
Utah,49,119375,620
Oregon,41,46460,701
Florida,12,816692,16889
New York,36,518431,33198
Rhode Island,44,34543,1212
Georgia,13,378894,7837
New Hampshire,33,11448,483
North Carolina,37,280657,4481
New Jersey,34,244614,16371
Colorado,08,115364,2337
Maryland,24,148249,4162
Nevada,32,103305,1807
Tennessee,47,262053,3419
Hawaii,15,15441,218
Indiana,18,190555,4439
Kentucky,21,113457,1578
Minnesota,27,157150,2553
Oklahoma,40,126526,1375
Pennsylvania,42,220111,8926
South Carolina,45,179952,3968
District of Columbia,11,17524,647
Kansas,20,91072,1051
Missouri,29,198312,3136
Vermont,50,2237,58
Virginia,51,184679,3666
Connecticut,09,74843,4635
Iowa,19,134576,1780
Louisiana,22,189148,5951
Ohio,39,226138,5373
Michigan,26,207799,7758
South Dakota,46,48854,446
Arkansas,05,114519,2003
Delaware,10,25426,712
Mississippi,28,121509,3384
New Mexico,35,49240,1045
North Dakota,38,47192,561
Wyoming,56,14619,93
Alaska,02,17339,79
Maine,23,6926,148
Alabama,01,195929,2987
Idaho,16,67504,649
Montana,30,35222,400
West Virginia,54,25593,469
