state,fips,cases,deaths
Washington,53,70509,1869
Illinois,17,209942,7990
California,06,634991,11334
Arizona,04,194027,4509
Massachusetts,25,123841,8842
Wisconsin,55,70796,1050
Texas,48,569058,10559
Nebraska,31,30563,363
Utah,49,46936,366
Oregon,41,23461,391
Florida,12,576086,9538
New York,36,430636,32435
Rhode Island,44,20572,1023
Georgia,13,221841,4624
New Hampshire,33,7004,423
North Carolina,37,145942,2384
New Jersey,34,189606,15916
Colorado,08,53391,1903
Maryland,24,101276,3641
Nevada,32,62022,1077
Tennessee,47,131742,1370
Hawaii,15,5192,39
Indiana,18,82909,3135
Kentucky,21,41610,839
Minnesota,27,65762,1758
Oklahoma,40,48711,665
Pennsylvania,42,129686,7535
South Carolina,45,106953,2288
District of Columbia,11,13273,597
Kansas,20,35544,410
Missouri,29,69888,1468
Vermont,50,1527,58
Virginia,51,107421,2385
Connecticut,09,51267,4456
Iowa,19,52829,987
Louisiana,22,138608,4526
Ohio,39,109062,3832
Michigan,26,102872,6592
South Dakota,46,10360,153
Arkansas,05,53077,603
Delaware,10,16536,593
Mississippi,28,72412,2095
New Mexico,35,23500,718
North Dakota,38,8651,130
Wyoming,56,3331,33
Alaska,02,5108,26
Maine,23,4197,127
Alabama,01,109004,1925
Idaho,16,28113,275
Montana,30,5810,82
West Virginia,54,8632,160
