state,fips,cases,deaths
Washington,53,74292,1953
Illinois,17,224056,8123
California,06,676236,12250
Arizona,04,198421,4775
Massachusetts,25,126022,8949
Wisconsin,55,75755,1093
Texas,48,607621,11824
Nebraska,31,32047,384
Utah,49,49451,391
Oregon,41,25174,432
Florida,12,602821,10396
New York,36,434866,32489
Rhode Island,44,21302,1035
Georgia,13,239612,5045
New Hampshire,33,7134,429
North Carolina,37,156927,2567
New Jersey,34,191548,15946
Colorado,08,55700,1926
Maryland,24,105168,3694
Nevada,32,66073,1200
Tennessee,47,141675,1578
Hawaii,15,6746,48
Indiana,18,89602,3225
Kentucky,21,46057,909
Minnesota,27,70344,1817
Oklahoma,40,53522,730
Pennsylvania,42,134246,7642
South Carolina,45,112551,2511
District of Columbia,11,13639,604
Kansas,20,39008,432
Missouri,29,77254,1533
Vermont,50,1566,58
Virginia,51,113630,2471
Connecticut,09,52011,4460
Iowa,19,56941,1047
Louisiana,22,143707,4764
Ohio,39,115651,3986
Michigan,26,107816,6665
South Dakota,46,11425,161
Arkansas,05,56894,696
Delaware,10,16942,604
Mississippi,28,78405,2248
New Mexico,35,24469,747
North Dakota,38,10004,141
Wyoming,56,3603,37
Alaska,02,5626,30
Maine,23,4356,131
Alabama,01,116710,2024
Idaho,16,30260,315
Montana,30,6510,91
West Virginia,54,9312,179
