state,fips,cases,deaths
Washington,53,76397,1992
Illinois,17,232052,8229
California,06,698389,12836
Arizona,04,200694,4980
Massachusetts,25,127584,9024
Wisconsin,55,78984,1123
Texas,48,628492,12615
Nebraska,31,33436,399
Utah,49,51071,408
Oregon,41,26069,457
Florida,12,615798,10956
New York,36,437487,32515
Rhode Island,44,21683,1046
Georgia,13,249317,5352
New Hampshire,33,7216,432
North Carolina,37,163154,2676
New Jersey,34,192751,15930
Colorado,08,57158,1945
Maryland,24,107146,3736
Nevada,32,67984,1287
Tennessee,47,147814,1675
Hawaii,15,7806,58
Indiana,18,93387,3277
Kentucky,21,48937,945
Minnesota,27,73289,1859
Oklahoma,40,56260,786
Pennsylvania,42,136824,7722
South Carolina,45,115951,2655
District of Columbia,11,13851,605
Kansas,20,41808,448
Missouri,29,82449,1599
Vermont,50,1589,58
Virginia,51,117592,2550
Connecticut,09,52495,4465
Iowa,19,62828,1108
Louisiana,22,146944,4904
Ohio,39,120124,4105
Michigan,26,111303,6714
South Dakota,46,12517,165
Arkansas,05,59583,756
Delaware,10,17083,604
Mississippi,28,81294,2413
New Mexico,35,25042,767
North Dakota,38,11114,143
Wyoming,56,3763,37
Alaska,02,5874,34
Maine,23,4436,132
Alabama,01,122185,2107
Idaho,16,31643,357
Montana,30,7086,100
West Virginia,54,9824,202
