state,fips,cases,deaths
Washington,53,365816,5302
Illinois,17,1245548,23542
California,06,3666410,59089
Arizona,04,841078,16941
Massachusetts,25,633081,17148
Wisconsin,55,635523,7293
Texas,48,2789964,48418
Nebraska,31,209474,2283
Utah,49,385186,2118
Oregon,41,164582,2395
Florida,12,2052433,33337
New York,36,1863912,49696
Rhode Island,44,136765,2618
Georgia,13,1033379,18406
New Hampshire,33,83714,1237
North Carolina,37,917777,12116
New Jersey,34,905144,24486
Colorado,08,462991,6172
Maryland,24,410163,8273
Nevada,32,303520,5239
Tennessee,47,796371,11789
Hawaii,15,29689,459
Indiana,18,688740,13038
Kentucky,21,429501,6126
Minnesota,27,517959,6914
Oklahoma,40,437974,4850
Pennsylvania,42,1025958,25106
South Carolina,45,550669,9126
District of Columbia,11,44413,1061
Kansas,20,304179,4902
Missouri,29,584512,8971
Vermont,50,19109,225
Virginia,51,617941,10242
Connecticut,09,310056,7885
Iowa,19,350756,5729
Louisiana,22,444414,10132
Ohio,39,1015577,18609
Michigan,26,738878,17100
South Dakota,46,117495,1935
Arkansas,05,330186,5616
Delaware,10,94573,1559
Mississippi,28,304858,7013
New Mexico,35,191377,3934
North Dakota,38,102912,1498
Wyoming,56,56236,695
Alaska,02,62395,299
Maine,23,50253,738
Alabama,01,514980,10527
Idaho,16,180233,1960
Montana,30,104456,1437
West Virginia,54,141322,2640
