state,fips,cases,deaths
Washington,53,10806,572
Illinois,17,24593,958
California,06,27107,885
Arizona,04,3962,142
Massachusetts,25,29918,1108
Wisconsin,55,3721,184
Texas,48,16106,395
Nebraska,31,994,22
Utah,49,2549,20
Oregon,41,1663,58
Florida,12,22526,613
New York,36,217130,14937
Rhode Island,44,3529,87
Georgia,13,14583,569
New Hampshire,33,1139,32
North Carolina,37,5123,128
New Jersey,34,71030,3156
Colorado,08,8280,355
Maryland,24,10096,413
Nevada,32,3212,137
Tennessee,47,5864,135
Hawaii,15,524,9
Indiana,18,9030,511
Kentucky,21,2295,124
Minnesota,27,1809,87
Oklahoma,40,2263,123
Pennsylvania,42,26804,833
South Carolina,45,3656,107
District of Columbia,11,2197,72
Kansas,20,1503,76
Missouri,29,4895,164
Vermont,50,759,29
Virginia,51,6502,195
Connecticut,09,14755,868
Iowa,19,1995,53
Louisiana,22,21951,1103
Ohio,39,7791,361
Michigan,26,27894,1920
South Dakota,46,1168,6
Arkansas,05,1599,34
Delaware,10,2014,46
Mississippi,28,3360,122
New Mexico,35,1484,36
North Dakota,38,365,9
Wyoming,56,392,2
Alaska,02,291,7
Maine,23,770,24
Alabama,01,4241,123
Idaho,16,1587,41
Montana,30,404,7
West Virginia,54,725,12
