state,fips,cases,deaths
Washington,53,13565,743
Illinois,17,41777,1884
California,06,42590,1692
Arizona,04,6280,275
Massachusetts,25,53348,2730
Wisconsin,55,5762,266
Texas,48,24494,662
Nebraska,31,2898,52
Utah,49,3950,41
Oregon,41,2253,87
Florida,12,30831,1054
New York,36,286901,21326
Rhode Island,44,7129,215
Georgia,13,22225,897
New Hampshire,33,1793,60
North Carolina,37,8548,304
New Jersey,34,105523,5863
Colorado,08,12967,670
Maryland,24,17844,875
Nevada,32,4539,206
Tennessee,47,8918,179
Hawaii,15,597,14
Indiana,18,14567,897
Kentucky,21,3905,208
Minnesota,27,3446,244
Oklahoma,40,3193,194
Pennsylvania,42,41626,1842
South Carolina,45,5253,166
District of Columbia,11,3699,165
Kansas,20,3091,119
Missouri,29,6826,280
Vermont,50,843,45
Virginia,51,12365,436
Connecticut,09,24582,1862
Iowa,19,5109,112
Louisiana,22,26571,1703
Ohio,39,15587,711
Michigan,26,37302,3273
South Dakota,46,2147,10
Arkansas,05,2909,48
Delaware,10,3576,112
Mississippi,28,5718,221
New Mexico,35,2662,93
North Dakota,38,803,16
Wyoming,56,477,7
Alaska,02,337,7
Maine,23,990,50
Alabama,01,6213,213
Idaho,16,1887,56
Montana,30,445,14
West Virginia,54,1025,33
