state,fips,cases,deaths
Washington,53,7985,344
Illinois,17,11276,283
California,06,15202,351
Arizona,04,2269,64
Massachusetts,25,12500,231
Wisconsin,55,2267,73
Texas,48,7117,136
Nebraska,31,377,8
Utah,49,1618,8
Oregon,41,1068,27
Florida,12,12342,220
New York,36,124085,5335
Rhode Island,44,922,25
Georgia,13,6742,219
New Hampshire,33,669,9
North Carolina,37,2585,37
New Jersey,34,37505,917
Colorado,08,4950,140
Maryland,24,3609,68
Nevada,32,1880,46
Tennessee,47,3538,50
Hawaii,15,369,4
Indiana,18,4437,151
Kentucky,21,1048,44
Minnesota,27,935,29
Oklahoma,40,1251,46
Pennsylvania,42,11590,159
South Carolina,45,2049,44
District of Columbia,11,998,22
Kansas,20,769,23
Missouri,29,2367,52
Vermont,50,512,22
Virginia,51,2636,52
Connecticut,09,5675,189
Iowa,19,868,22
Louisiana,22,13014,477
Ohio,39,4043,119
Michigan,26,15633,617
South Dakota,46,240,2
Arkansas,05,853,16
Delaware,10,673,14
Mississippi,28,1638,43
New Mexico,35,624,12
North Dakota,38,207,3
Wyoming,56,200,0
Alaska,02,183,4
Maine,23,470,10
Alabama,01,1840,45
Idaho,16,1100,10
Montana,30,298,6
West Virginia,54,325,3
