state,fips,cases,deaths
Washington,53,180125,3040
Illinois,17,761209,13650
California,06,1293887,19586
Arizona,04,348134,6834
Massachusetts,25,240907,10874
Wisconsin,55,426534,3781
Texas,48,1311988,22645
Nebraska,31,135123,1180
Utah,49,206255,918
Oregon,41,79294,974
Florida,12,1029022,18873
New York,36,678869,34346
Rhode Island,44,60722,1400
Georgia,13,469955,9377
New Hampshire,33,22925,544
North Carolina,37,378370,5454
New Jersey,34,352835,17209
Colorado,08,248779,3335
Maryland,24,205716,4764
Nevada,32,160317,2259
Tennessee,47,379679,4727
Hawaii,15,18256,244
Indiana,18,362182,6033
Kentucky,21,194851,2185
Minnesota,27,333685,3843
Oklahoma,40,204048,1836
Pennsylvania,42,392610,11008
South Carolina,45,223063,4466
District of Columbia,11,22164,692
Kansas,20,165613,1679
Missouri,29,325519,4274
Vermont,50,4642,75
Virginia,51,244503,4147
Connecticut,09,126177,5111
Iowa,19,238722,2603
Louisiana,22,244078,6524
Ohio,39,446859,6753
Michigan,26,410379,10031
South Dakota,46,83348,1033
Arkansas,05,164310,2555
Delaware,10,37456,779
Mississippi,28,159036,3879
New Mexico,35,102873,1673
North Dakota,38,81111,983
Wyoming,56,35078,257
Alaska,02,34377,124
Maine,23,12554,220
Alabama,01,260359,3776
Idaho,16,106882,1023
Montana,30,65242,723
West Virginia,54,51025,789
