state,fips,cases,deaths
Washington,53,102054,2339
Illinois,17,344787,9474
California,06,876257,16940
Arizona,04,230412,5824
Massachusetts,25,142930,9723
Wisconsin,55,175652,1588
Texas,48,863993,17518
Nebraska,31,57334,557
Utah,49,93297,541
Oregon,41,39316,622
Florida,12,752473,15916
New York,36,487626,32959
Rhode Island,44,27691,1152
Georgia,13,347468,7429
New Hampshire,33,9625,466
North Carolina,37,244020,3955
New Jersey,34,220527,16204
Colorado,08,84804,2199
Maryland,24,135463,4036
Nevada,32,89848,1709
Tennessee,47,222608,2875
Hawaii,15,14101,185
Indiana,18,148400,3918
Kentucky,21,88823,1363
Minnesota,27,121143,2270
Oklahoma,40,106503,1168
Pennsylvania,42,185670,8535
South Carolina,45,163214,3637
District of Columbia,11,16334,641
Kansas,20,72616,859
Missouri,29,160654,2645
Vermont,50,1926,58
Virginia,51,165238,3422
Connecticut,09,62830,4542
Iowa,19,106698,1528
Louisiana,22,177726,5727
Ohio,39,180225,5067
Michigan,26,159259,7323
South Dakota,46,32611,315
Arkansas,05,98422,1684
Delaware,10,22942,664
Mississippi,28,110006,3171
New Mexico,35,36343,929
North Dakota,38,31266,404
Wyoming,56,8816,57
Alaska,02,11710,63
Maine,23,5913,146
Alabama,01,171662,2788
Idaho,16,52582,532
Montana,30,22284,240
West Virginia,54,19801,399
