state,fips,cases,deaths
Washington,53,34541,1333
Illinois,17,144661,7136
California,06,232153,6083
Arizona,04,79399,1645
Massachusetts,25,108882,8054
Wisconsin,55,31723,793
Texas,48,166703,2482
Nebraska,31,19194,279
Utah,49,22364,172
Oregon,41,8695,210
Florida,12,152426,3504
New York,36,398142,31776
Rhode Island,44,16813,950
Georgia,13,77280,2758
New Hampshire,33,5782,371
North Carolina,37,65064,1362
New Jersey,34,173521,15035
Colorado,08,32698,1690
Maryland,24,68152,3190
Nevada,32,18582,507
Tennessee,47,42815,597
Hawaii,15,901,18
Indiana,18,46740,2640
Kentucky,21,15916,588
Minnesota,27,36338,1476
Oklahoma,40,13757,387
Pennsylvania,42,91226,6695
South Carolina,45,36399,739
District of Columbia,11,10327,551
Kansas,20,14629,276
Missouri,29,22275,1037
Vermont,50,1208,56
Virginia,51,62787,1763
Connecticut,09,46514,4322
Iowa,19,29152,717
Louisiana,22,58203,3221
Ohio,39,51789,2863
Michigan,26,70850,6197
South Dakota,46,6764,91
Arkansas,05,20777,270
Delaware,10,11474,509
Mississippi,28,27248,1073
New Mexico,35,12147,497
North Dakota,38,3585,88
Wyoming,56,1487,20
Alaska,02,1132,12
Maine,23,3253,105
Alabama,01,38045,950
Idaho,16,6124,92
Montana,30,967,22
West Virginia,54,2904,93
