state,fips,cases,deaths
Washington,53,29797,1271
Illinois,17,138154,6865
California,06,178807,5517
Arizona,04,52666,1350
Massachusetts,25,107061,7857
Wisconsin,55,27598,751
Texas,48,114886,2195
Nebraska,31,17810,252
Utah,49,17567,158
Oregon,41,6945,190
Florida,12,97283,3160
New York,36,392702,30884
Rhode Island,44,16337,894
Georgia,13,61493,2603
New Hampshire,33,5544,339
North Carolina,37,52854,1245
New Jersey,34,169142,12870
Colorado,08,30524,1647
Maryland,24,64903,3066
Nevada,32,13236,487
Tennessee,47,34719,519
Hawaii,15,802,17
Indiana,18,43496,2540
Kentucky,21,13919,544
Minnesota,27,32952,1412
Oklahoma,40,10515,369
Pennsylvania,42,86024,6472
South Carolina,45,24693,653
District of Columbia,11,10020,533
Kansas,20,12258,258
Missouri,29,18552,975
Vermont,50,1159,56
Virginia,51,57994,1611
Connecticut,09,45755,4260
Iowa,19,26020,686
Louisiana,22,49890,3105
Ohio,39,44808,2700
Michigan,26,67873,6094
South Dakota,46,6297,81
Arkansas,05,15561,225
Delaware,10,10775,435
Mississippi,28,21022,943
New Mexico,35,10565,469
North Dakota,38,3294,83
Wyoming,56,1197,20
Alaska,02,859,10
Maine,23,2957,102
Alabama,01,30021,839
Idaho,16,4025,90
Montana,30,717,20
West Virginia,54,2543,89
