state,fips,cases,deaths
Washington,53,89149,2193
Illinois,17,287375,8826
California,06,805733,15533
Arizona,04,216367,5588
Massachusetts,25,129481,9373
Wisconsin,55,117355,1285
Texas,48,761644,15637
Nebraska,31,43162,483
Utah,49,68537,448
Oregon,41,32328,545
Florida,12,695879,13914
New York,36,458466,32708
Rhode Island,44,24181,1107
Georgia,13,296089,6717
New Hampshire,33,8085,438
North Carolina,37,204658,3427
New Jersey,34,203891,16097
Colorado,08,68506,2045
Maryland,24,122850,3917
Nevada,32,77930,1573
Tennessee,47,186769,2326
Hawaii,15,12039,126
Indiana,18,117656,3566
Kentucky,21,69150,1179
Minnesota,27,94241,2046
Oklahoma,40,82520,993
Pennsylvania,42,159051,8157
South Carolina,45,143902,3297
District of Columbia,11,15163,623
Kansas,20,57852,634
Missouri,29,123544,2075
Vermont,50,1731,58
Virginia,51,144433,3136
Connecticut,09,56587,4501
Iowa,19,85031,1312
Louisiana,22,165152,5444
Ohio,39,148894,4734
Michigan,26,133443,7028
South Dakota,46,20554,216
Arkansas,05,79946,1266
Delaware,10,20085,631
Mississippi,28,96032,2894
New Mexico,35,28487,865
North Dakota,38,19888,222
Wyoming,56,5420,50
Alaska,02,8133,48
Maine,23,5235,140
Alabama,01,150658,2491
Idaho,16,40228,458
Montana,30,11656,170
West Virginia,54,14953,330
