state,fips,cases,deaths
Washington,53,383951,5412
Illinois,17,1296240,23896
California,06,3711581,60770
Arizona,04,851737,17123
Massachusetts,25,667066,17432
Wisconsin,55,649388,7406
Texas,48,2844583,49605
Nebraska,31,215601,2329
Utah,49,391694,2162
Oregon,41,172932,2467
Florida,12,2148440,34237
New York,36,1978594,50912
Rhode Island,44,143740,2646
Georgia,13,1055997,19057
New Hampshire,33,90525,1264
North Carolina,37,947694,12385
New Jersey,34,967401,25034
Colorado,08,488151,6315
Maryland,24,431981,8512
Nevada,32,309699,5359
Tennessee,47,814809,11942
Hawaii,15,31337,470
Indiana,18,706642,13194
Kentucky,21,439200,6405
Minnesota,27,549908,7067
Oklahoma,40,444590,6697
Pennsylvania,42,1098619,25623
South Carolina,45,566018,9307
District of Columbia,11,46315,1090
Kansas,20,307634,4944
Missouri,29,594622,9106
Vermont,50,21664,240
Virginia,51,641626,10529
Connecticut,09,328000,7990
Iowa,19,358873,5871
Louisiana,22,451476,10273
Ohio,39,1048109,18917
Michigan,26,857360,17806
South Dakota,46,120613,1949
Arkansas,05,332949,5686
Delaware,10,99915,1595
Mississippi,28,308521,7127
New Mexico,35,194605,3999
North Dakota,38,105411,1506
Wyoming,56,57203,703
Alaska,02,65201,318
Maine,23,55953,758
Alabama,01,521201,10736
Idaho,16,184661,2017
Montana,30,106936,1528
West Virginia,54,147596,2772
