state,fips,cases,deaths
Washington,53,73745,1948
Illinois,17,222292,8114
California,06,669944,12152
Arizona,04,198117,4775
Massachusetts,25,125360,8921
Wisconsin,55,75205,1092
Texas,48,602144,11760
Nebraska,31,31889,384
Utah,49,49125,387
Oregon,41,24938,422
Florida,12,600563,10324
New York,36,434462,32482
Rhode Island,44,21022,1030
Georgia,13,237402,5021
New Hampshire,33,7107,429
North Carolina,37,155390,2560
New Jersey,34,191323,15946
Colorado,08,55441,1925
Maryland,24,104618,3691
Nevada,32,65678,1199
Tennessee,47,141000,1547
Hawaii,15,6577,46
Indiana,18,87942,3220
Kentucky,21,45401,901
Minnesota,27,69630,1813
Oklahoma,40,53165,726
Pennsylvania,42,133679,7643
South Carolina,45,111988,2504
District of Columbia,11,13590,604
Kansas,20,37726,431
Missouri,29,76339,1519
Vermont,50,1557,58
Virginia,51,112966,2467
Connecticut,09,51519,4460
Iowa,19,56441,1037
Louisiana,22,143084,4746
Ohio,39,114802,3978
Michigan,26,106875,6661
South Dakota,46,11276,161
Arkansas,05,56574,687
Delaware,10,16895,600
Mississippi,28,77894,2240
New Mexico,35,24396,745
North Dakota,38,9880,140
Wyoming,56,3579,37
Alaska,02,5556,30
Maine,23,4335,131
Alabama,01,115060,2013
Idaho,16,29973,308
Montana,30,6444,90
West Virginia,54,9272,178
