state,fips,cases,deaths
Washington,53,84714,2113
Illinois,17,269282,8622
California,06,773318,14716
Arizona,04,209911,5376
Massachusetts,25,125699,9245
Wisconsin,55,98501,1238
Texas,48,706034,14803
Nebraska,31,39419,455
Utah,49,59770,437
Oregon,41,29856,521
Florida,12,671193,12938
New York,36,451078,32662
Rhode Island,44,23358,1081
Georgia,13,282363,6276
New Hampshire,33,7780,438
North Carolina,37,188800,3176
New Jersey,34,199583,16054
Colorado,08,63068,2010
Maryland,24,118387,3855
Nevada,32,74377,1496
Tennessee,47,174400,2127
Hawaii,15,11052,102
Indiana,18,110025,3472
Kentucky,21,62723,1118
Minnesota,27,85865,1985
Oklahoma,40,72284,924
Pennsylvania,42,151889,7963
South Carolina,45,134122,3132
District of Columbia,11,14743,617
Kansas,20,51829,586
Missouri,29,108997,1844
Vermont,50,1702,58
Virginia,51,136359,2884
Connecticut,09,55166,4487
Iowa,19,76680,1248
Louisiana,22,159865,5294
Ohio,39,140518,4555
Michigan,26,125782,6944
South Dakota,46,17291,192
Arkansas,05,72219,1157
Delaware,10,19234,619
Mississippi,28,91234,2756
New Mexico,35,27041,832
North Dakota,38,16336,180
Wyoming,56,4566,46
Alaska,02,7308,41
Maine,23,4941,138
Alabama,01,141087,2392
Idaho,16,36594,430
Montana,30,9487,141
West Virginia,54,13196,290
