state,fips,cases,deaths
Washington,53,22091,1116
Illinois,17,116128,5225
California,06,104071,4042
Arizona,04,17763,857
Massachusetts,25,94895,6640
Wisconsin,55,17476,550
Texas,48,60820,1618
Nebraska,31,13260,170
Utah,49,8953,106
Oregon,41,4087,151
Florida,12,53277,2363
New York,36,371559,29438
Rhode Island,44,14494,677
Georgia,13,43363,1942
New Hampshire,33,4389,232
North Carolina,37,25616,859
New Jersey,34,157815,11401
Colorado,08,25116,1422
Maryland,24,50334,2428
Nevada,32,8247,410
Tennessee,47,21763,352
Hawaii,15,637,17
Indiana,18,33885,2068
Kentucky,21,9510,424
Minnesota,27,22957,977
Oklahoma,40,6270,326
Pennsylvania,42,74312,5397
South Carolina,45,10788,470
District of Columbia,11,8492,453
Kansas,20,9513,209
Missouri,29,12815,715
Vermont,50,974,55
Virginia,51,41401,1338
Connecticut,09,41559,3826
Iowa,19,18672,510
Louisiana,22,38907,2740
Ohio,39,33915,2098
Michigan,26,55944,5372
South Dakota,46,4793,54
Arkansas,05,6538,125
Delaware,10,9171,345
Mississippi,28,14372,693
New Mexico,35,7364,335
North Dakota,38,2484,60
Wyoming,56,876,15
Alaska,02,430,8
Maine,23,2189,84
Alabama,01,16530,591
Idaho,16,2770,82
Montana,30,485,17
West Virginia,54,1935,74
