state,fips,cases,deaths
Washington,53,53278,1590
Illinois,17,170376,7580
California,06,443096,8325
Arizona,04,156392,3156
Massachusetts,25,114985,8498
Wisconsin,55,50895,887
Texas,48,383662,4876
Nebraska,31,24174,322
Utah,49,37063,277
Oregon,41,16172,285
Florida,12,402304,5652
New York,36,415163,32278
Rhode Island,44,18224,1002
Georgia,13,147732,3368
New Hampshire,33,6375,407
North Carolina,37,109206,1769
New Jersey,34,180265,15765
Colorado,08,43098,1791
Maryland,24,82326,3422
Nevada,32,41013,722
Tennessee,47,86667,926
Hawaii,15,1526,25
Indiana,18,62081,2884
Kentucky,21,26628,715
Minnesota,27,49528,1606
Oklahoma,40,29116,484
Pennsylvania,42,110342,7162
South Carolina,45,78607,1385
District of Columbia,11,11649,581
Kansas,20,25403,330
Missouri,29,41224,1221
Vermont,50,1385,56
Virginia,51,82364,2067
Connecticut,09,48776,4413
Iowa,19,41434,826
Louisiana,22,103846,3715
Ohio,39,81746,3297
Michigan,26,85238,6402
South Dakota,46,8200,122
Arkansas,05,37249,394
Delaware,10,14202,578
Mississippi,28,49663,1463
New Mexico,35,18475,601
North Dakota,38,5618,103
Wyoming,56,2405,25
Alaska,02,2746,17
Maine,23,3757,118
Alabama,01,76005,1438
Idaho,16,17411,148
Montana,30,3113,46
West Virginia,54,5695,103
