state,fips,cases,deaths
Washington,53,317703,4404
Illinois,17,1131212,21273
California,06,3341560,41284
Arizona,04,762458,13124
Massachusetts,25,526423,14607
Wisconsin,55,592921,6439
Texas,48,2414468,37405
Nebraska,31,192112,2031
Utah,49,347210,1669
Oregon,41,143373,1980
Florida,12,1727099,26684
New York,36,1429096,43354
Rhode Island,44,115956,2173
Georgia,13,888462,13821
New Hampshire,33,66058,1059
North Carolina,37,763358,9397
New Jersey,34,700346,21513
Colorado,08,399384,5737
Maryland,24,355812,7154
Nevada,32,279228,4281
Tennessee,47,715439,9660
Hawaii,15,25870,407
Indiana,18,631502,9989
Kentucky,21,368623,3995
Minnesota,27,462596,6270
Oklahoma,40,390868,3564
Pennsylvania,42,851911,21741
South Carolina,45,445916,7283
District of Columbia,11,37008,916
Kansas,20,279587,3809
Missouri,29,494869,7182
Vermont,50,12083,175
Virginia,51,507640,6474
Connecticut,09,253954,7119
Iowa,19,320187,4906
Louisiana,22,401591,8912
Ohio,39,899079,11233
Michigan,26,611223,15527
South Dakota,46,108315,1778
Arkansas,05,296494,4895
Delaware,10,78495,1101
Mississippi,28,275706,6056
New Mexico,35,174550,3297
North Dakota,38,97708,1447
Wyoming,56,52057,596
Alaska,02,54091,253
Maine,23,39543,595
Alabama,01,460860,7688
Idaho,16,163291,1737
Montana,30,94146,1235
West Virginia,54,121425,2028
