state,fips,cases,deaths
Washington,53,207399,3043
Illinois,17,843328,15232
California,06,1554863,20958
Arizona,04,405656,7340
Massachusetts,25,285725,11307
Wisconsin,55,465991,4329
Texas,48,1473318,24400
Nebraska,31,148467,1395
Utah,49,231821,1039
Oregon,41,92839,1155
Florida,12,1116965,19784
New York,36,770804,35074
Rhode Island,44,70818,1509
Georgia,13,518973,9779
New Hampshire,33,30244,600
North Carolina,37,430325,5831
New Jersey,34,398364,17732
Colorado,08,287364,3916
Maryland,24,232172,5100
Nevada,32,184527,2530
Tennessee,47,432246,5344
Hawaii,15,19225,269
Indiana,18,422368,6758
Kentucky,21,224155,2446
Minnesota,27,375457,4418
Oklahoma,40,233336,2042
Pennsylvania,42,485901,12489
South Carolina,45,248798,4685
District of Columbia,11,24643,713
Kansas,20,188610,2072
Missouri,29,360623,4754
Vermont,50,5626,95
Virginia,51,278615,4409
Connecticut,09,146761,5363
Iowa,19,255009,3208
Louisiana,22,264191,6767
Ohio,39,553461,7477
Michigan,26,464368,11186
South Dakota,46,90407,1243
Arkansas,05,184252,2911
Delaware,10,44876,815
Mississippi,28,177947,4180
New Mexico,35,118358,1913
North Dakota,38,87596,1158
Wyoming,56,38907,321
Alaska,02,40293,169
Maine,23,15620,257
Alabama,01,292841,4102
Idaho,16,120703,1173
Montana,30,72659,816
West Virginia,54,62151,966
