state,fips,cases,deaths
Washington,53,61011,1684
Illinois,17,185238,7728
California,06,522235,9500
Arizona,04,179506,3785
Massachusetts,25,118657,8648
Wisconsin,55,59471,960
Texas,48,463541,7697
Nebraska,31,26956,334
Utah,49,41571,317
Oregon,41,19395,334
Florida,12,491876,7156
New York,36,421550,32413
Rhode Island,44,19246,1010
Georgia,13,179510,3760
New Hampshire,33,6660,417
North Carolina,37,126748,2013
New Jersey,34,184489,15846
Colorado,08,48119,1849
Maryland,24,91705,3523
Nevada,32,51236,847
Tennessee,47,107900,1078
Hawaii,15,2425,25
Indiana,18,70111,2980
Kentucky,21,32500,762
Minnesota,27,56600,1656
Oklahoma,40,38586,551
Pennsylvania,42,118937,7276
South Carolina,45,92951,1793
District of Columbia,11,12313,586
Kansas,20,29200,366
Missouri,29,53676,1316
Vermont,50,1427,57
Virginia,51,93106,2218
Connecticut,09,50062,4437
Iowa,19,45905,884
Louisiana,22,120960,4024
Ohio,39,93963,3539
Michigan,26,92503,6470
South Dakota,46,9020,135
Arkansas,05,44597,475
Delaware,10,15055,585
Mississippi,28,61125,1711
New Mexico,35,21130,655
North Dakota,38,6789,109
Wyoming,56,2848,27
Alaska,02,4062,23
Maine,23,3970,124
Alabama,01,92661,1633
Idaho,16,21838,202
Montana,30,4249,64
West Virginia,54,6973,117
