state,fips,cases,deaths
Washington,53,247455,3486
Illinois,17,957853,17813
California,06,2275505,25391
Arizona,04,515366,8726
Massachusetts,25,367918,12338
Wisconsin,55,516226,5195
Texas,48,1755293,27821
Nebraska,31,166385,1651
Utah,49,271940,1259
Oregon,41,112301,1478
Florida,12,1306115,21545
New York,36,963647,37412
Rhode Island,44,87949,1777
Georgia,13,632861,10503
New Hampshire,33,43242,741
North Carolina,37,535120,6780
New Jersey,34,474285,18952
Colorado,08,332686,4822
Maryland,24,273881,5848
Nevada,32,223033,3081
Tennessee,47,566457,6748
Hawaii,15,21284,283
Indiana,18,507979,8160
Kentucky,21,267990,2943
Minnesota,27,413166,5321
Oklahoma,40,287030,2453
Pennsylvania,42,636710,15718
South Carolina,45,303475,5249
District of Columbia,11,28758,780
Kansas,20,225361,2741
Missouri,29,413764,5846
Vermont,50,7276,134
Virginia,51,344345,4984
Connecticut,09,183663,5964
Iowa,19,280067,3822
Louisiana,22,311229,7448
Ohio,39,690748,8855
Michigan,26,526932,13008
South Dakota,46,98720,1464
Arkansas,05,222430,3637
Delaware,10,56596,921
Mississippi,28,213055,4747
New Mexico,35,141219,2438
North Dakota,38,92208,1289
Wyoming,56,44133,405
Alaska,02,46241,195
Maine,23,23499,334
Alabama,01,356820,4774
Idaho,16,140150,1409
Montana,30,81352,950
West Virginia,54,84225,1318
