state,fips,cases,deaths
Washington,53,209385,3045
Illinois,17,850412,15340
California,06,1590670,21043
Arizona,04,408646,7357
Massachusetts,25,290578,11349
Wisconsin,55,468956,4344
Texas,48,1480047,24501
Nebraska,31,149695,1399
Utah,49,233904,1055
Oregon,41,93853,1158
Florida,12,1125923,19865
New York,36,780831,35198
Rhode Island,44,70818,1509
Georgia,13,523580,9781
New Hampshire,33,30956,603
North Carolina,37,436655,5855
New Jersey,34,402518,17751
Colorado,08,289679,3982
Maryland,24,234975,5117
Nevada,32,187502,2545
Tennessee,47,442707,5406
Hawaii,15,19302,272
Indiana,18,428275,6805
Kentucky,21,226604,2453
Minnesota,27,378882,4503
Oklahoma,40,237668,2064
Pennsylvania,42,495906,12613
South Carolina,45,252206,4739
District of Columbia,11,24874,715
Kansas,20,188660,2072
Missouri,29,363246,4761
Vermont,50,5753,95
Virginia,51,281909,4411
Connecticut,09,146761,5363
Iowa,19,256249,3209
Louisiana,22,268613,6818
Ohio,39,562727,7492
Michigan,26,464606,11186
South Dakota,46,91038,1259
Arkansas,05,185702,2945
Delaware,10,45460,816
Mississippi,28,179447,4199
New Mexico,35,119800,1957
North Dakota,38,87877,1158
Wyoming,56,39360,321
Alaska,02,40934,169
Maine,23,15923,257
Alabama,01,295631,4102
Idaho,16,121243,1179
Montana,30,73303,818
West Virginia,54,63217,968
