state,fips,cases,deaths
Washington,53,20989,1069
Illinois,17,110541,4884
California,06,94743,3790
Arizona,04,16339,800
Massachusetts,25,92675,6372
Wisconsin,55,15573,510
Texas,48,56050,1533
Nebraska,31,12133,153
Utah,49,8392,97
Oregon,41,3927,148
Florida,12,50859,2236
New York,36,366346,29046
Rhode Island,44,14065,608
Georgia,13,40989,1799
New Hampshire,33,4149,209
North Carolina,37,23231,771
New Jersey,34,154154,11133
Colorado,08,24140,1332
Maryland,24,46919,2277
Nevada,32,7886,394
Tennessee,47,20116,332
Hawaii,15,633,17
Indiana,18,32151,1976
Kentucky,21,8842,399
Minnesota,27,20582,878
Oklahoma,40,6037,311
Pennsylvania,42,71656,5145
South Carolina,45,10096,435
District of Columbia,11,8110,432
Kansas,20,9135,200
Missouri,29,12114,689
Vermont,50,956,54
Virginia,51,36244,1171
Connecticut,09,40468,3693
Iowa,19,17434,456
Louisiana,22,37293,2690
Ohio,39,31911,1969
Michigan,26,54616,5228
South Dakota,46,4563,50
Arkansas,05,5922,116
Delaware,10,8809,326
Mississippi,28,13252,625
New Mexico,35,6943,317
North Dakota,38,2418,53
Wyoming,56,813,12
Alaska,02,409,8
Maine,23,2055,78
Alabama,01,14478,551
Idaho,16,2650,79
Montana,30,479,16
West Virginia,54,1771,72
