state,fips,cases,deaths
Washington,53,370362,5326
Illinois,17,1257605,23635
California,06,3678212,59648
Arizona,04,843838,16991
Massachusetts,25,643232,17281
Wisconsin,55,638777,7342
Texas,48,2801550,48831
Nebraska,31,211731,2287
Utah,49,387057,2132
Oregon,41,166480,2406
Florida,12,2077024,33651
New York,36,1896534,50042
Rhode Island,44,138255,2630
Georgia,13,1039632,18623
New Hampshire,33,85448,1247
North Carolina,37,921917,12161
New Jersey,34,923394,24632
Colorado,08,469052,6187
Maryland,24,415845,8342
Nevada,32,304924,5274
Tennessee,47,799450,11809
Hawaii,15,30246,464
Indiana,18,693258,13074
Kentucky,21,432287,6210
Minnesota,27,526345,6953
Oklahoma,40,439149,4953
Pennsylvania,42,1043693,25243
South Carolina,45,555274,9196
District of Columbia,11,44932,1070
Kansas,20,305137,4932
Missouri,29,587144,8988
Vermont,50,19905,229
Virginia,51,623881,10287
Connecticut,09,313956,7904
Iowa,19,353207,5822
Louisiana,22,445469,10161
Ohio,39,1024011,18643
Michigan,26,768303,17249
South Dakota,46,118361,1938
Arkansas,05,330970,5641
Delaware,10,96077,1565
Mississippi,28,305991,7055
New Mexico,35,192152,3951
North Dakota,38,103609,1498
Wyoming,56,56447,700
Alaska,02,62987,299
Maine,23,51468,745
Alabama,01,516615,10637
Idaho,16,181309,1969
Montana,30,105092,1465
West Virginia,54,143106,2693
