state,fips,cases,deaths
Washington,53,114787,2484
Illinois,17,431281,10115
California,06,944141,17700
Arizona,04,248293,5982
Massachusetts,25,160549,10023
Wisconsin,55,244974,2117
Texas,48,965780,18626
Nebraska,31,72905,662
Utah,49,117767,614
Oregon,41,45978,694
Florida,12,812055,16833
New York,36,516114,33187
Rhode Island,44,34120,1210
Georgia,13,377261,7810
New Hampshire,33,11320,483
North Carolina,37,278477,4413
New Jersey,34,242790,16357
Colorado,08,112821,2320
Maryland,24,147477,4155
Nevada,32,102243,1785
Tennessee,47,260275,3347
Hawaii,15,15359,218
Indiana,18,187665,4390
Kentucky,21,111816,1565
Minnesota,27,153674,2538
Oklahoma,40,125195,1354
Pennsylvania,42,217243,8893
South Carolina,45,178917,3946
District of Columbia,11,17438,647
Kansas,20,90613,1046
Missouri,29,195938,3101
Vermont,50,2219,58
Virginia,51,183418,3658
Connecticut,09,73858,4627
Iowa,19,132697,1755
Louisiana,22,187995,5934
Ohio,39,221909,5340
Michigan,26,204135,7716
South Dakota,46,47850,438
Arkansas,05,113641,1985
Delaware,10,25311,710
Mississippi,28,120865,3348
New Mexico,35,48104,1036
North Dakota,38,46020,545
Wyoming,56,14167,87
Alaska,02,16948,79
Maine,23,6799,148
Alabama,01,194892,2973
Idaho,16,66249,641
Montana,30,34317,387
West Virginia,54,25235,458
