state,fips,cases,deaths
Washington,53,10414,511
Illinois,17,20852,727
California,06,23323,676
Arizona,04,3539,117
Massachusetts,25,25475,756
Wisconsin,55,3341,145
Texas,48,13776,288
Nebraska,31,805,18
Utah,49,2305,18
Oregon,41,1527,52
Florida,12,19855,460
New York,36,191425,12116
Rhode Island,44,2665,63
Georgia,13,12103,438
New Hampshire,33,985,23
North Carolina,37,4520,86
New Jersey,34,61850,2350
Colorado,08,7303,290
Maryland,24,8225,236
Nevada,32,2860,113
Tennessee,47,5144,107
Hawaii,15,497,9
Indiana,18,7990,405
Kentucky,21,1963,98
Minnesota,27,1621,70
Oklahoma,40,1970,96
Pennsylvania,42,22955,525
South Carolina,45,3319,82
District of Columbia,11,1875,50
Kansas,20,1337,56
Missouri,29,4160,116
Vermont,50,727,26
Virginia,51,5273,141
Connecticut,09,12035,554
Iowa,19,1587,41
Louisiana,22,20595,840
Ohio,39,6605,253
Michigan,26,24496,1488
South Dakota,46,729,6
Arkansas,05,1280,27
Delaware,10,1625,35
Mississippi,28,2781,96
New Mexico,35,1245,26
North Dakota,38,308,8
Wyoming,56,364,0
Alaska,02,270,6
Maine,23,633,19
Alabama,01,3583,93
Idaho,16,1457,27
Montana,30,387,6
West Virginia,54,615,8
