state,fips,cases,deaths
Washington,53,372631,5338
Illinois,17,1262345,23665
California,06,3682946,59761
Arizona,04,844921,16990
Massachusetts,25,646220,17325
Wisconsin,55,639765,7342
Texas,48,2807528,48881
Nebraska,31,212237,2289
Utah,49,387574,2133
Oregon,41,167219,2409
Florida,12,2085298,33709
New York,36,1910858,50195
Rhode Island,44,139173,2629
Georgia,13,1041275,18625
New Hampshire,33,86125,1249
North Carolina,37,928253,12200
New Jersey,34,930026,24649
Colorado,08,471702,6190
Maryland,24,418374,8363
Nevada,32,305361,5275
Tennessee,47,803028,11828
Hawaii,15,30427,464
Indiana,18,694918,13075
Kentucky,21,432851,6267
Minnesota,27,527728,6963
Oklahoma,40,440022,4953
Pennsylvania,42,1050649,25254
South Carolina,45,556469,9203
District of Columbia,11,45112,1072
Kansas,20,305489,4927
Missouri,29,588005,8990
Vermont,50,20267,229
Virginia,51,626171,10360
Connecticut,09,316655,7923
Iowa,19,353829,5822
Louisiana,22,446737,10165
Ohio,39,1026929,18643
Michigan,26,779658,17274
South Dakota,46,118517,1938
Arkansas,05,331098,5648
Delaware,10,96577,1566
Mississippi,28,306158,7055
New Mexico,35,192595,3955
North Dakota,38,103745,1497
Wyoming,56,56529,700
Alaska,02,63486,299
Maine,23,51986,746
Alabama,01,516918,10638
Idaho,16,181961,1975
Montana,30,105273,1466
West Virginia,54,143733,2696
