state,fips,cases,deaths
Washington,53,26172,1198
Illinois,17,131731,6388
California,06,143709,4941
Arizona,04,31525,1130
Massachusetts,25,104667,7492
Wisconsin,55,24411,691
Texas,48,83772,1942
Nebraska,31,16315,217
Utah,49,13366,131
Oregon,41,5252,171
Florida,12,69061,2847
New York,36,385669,30431
Rhode Island,44,15862,823
Georgia,13,52332,2337
New Hampshire,33,5209,308
North Carolina,37,39735,1114
New Jersey,34,165816,12443
Colorado,08,28632,1583
Maryland,24,60823,2875
Nevada,32,10464,460
Tennessee,47,28766,441
Hawaii,15,680,17
Indiana,18,39714,2380
Kentucky,21,12128,513
Minnesota,27,29347,1280
Oklahoma,40,7626,357
Pennsylvania,42,81944,6187
South Carolina,45,16441,588
District of Columbia,11,9589,502
Kansas,20,10984,242
Missouri,29,15924,873
Vermont,50,1110,55
Virginia,51,52647,1520
Connecticut,09,44461,4146
Iowa,19,23103,641
Louisiana,22,44585,2987
Ohio,39,40004,2490
Michigan,26,65627,5985
South Dakota,46,5665,73
Arkansas,05,10816,171
Delaware,10,10106,414
Mississippi,28,18483,868
New Mexico,35,9368,421
North Dakota,38,2983,77
Wyoming,56,1009,18
Alaska,02,666,9
Maine,23,2667,100
Alabama,01,22845,755
Idaho,16,3303,86
Montana,30,563,18
West Virginia,54,2217,86
