state,fips,cases,deaths
Washington,53,13744,757
Illinois,17,43903,1943
California,06,43691,1716
Arizona,04,6526,277
Massachusetts,25,54938,2899
Wisconsin,55,5986,274
Texas,48,25209,676
Nebraska,31,3126,54
Utah,49,4123,41
Oregon,41,2311,91
Florida,12,31520,1073
New York,36,292914,21804
Rhode Island,44,7439,226
Georgia,13,22459,907
New Hampshire,33,1864,60
North Carolina,37,8830,309
New Jersey,34,109038,5938
Colorado,08,13440,678
Maryland,24,18664,910
Nevada,32,4638,206
Tennessee,47,9435,182
Hawaii,15,599,14
Indiana,18,15187,928
Kentucky,21,4074,211
Minnesota,27,3602,272
Oklahoma,40,3253,195
Pennsylvania,42,42709,1871
South Carolina,45,5490,174
District of Columbia,11,3841,178
Kansas,20,3198,120
Missouri,29,6997,282
Vermont,50,851,45
Virginia,51,12969,448
Connecticut,09,25269,1925
Iowa,19,5490,118
Louisiana,22,26832,1729
Ohio,39,15963,728
Michigan,26,38003,3314
South Dakota,46,2213,11
Arkansas,05,3001,50
Delaware,10,4034,120
Mississippi,28,5911,227
New Mexico,35,2728,99
North Dakota,38,867,17
Wyoming,56,502,7
Alaska,02,339,7
Maine,23,1015,50
Alabama,01,6421,219
Idaho,16,1897,56
Montana,30,448,14
West Virginia,54,1054,34
