state,fips,cases,deaths
Washington,53,155336,2775
Illinois,17,665865,12141
California,06,1136467,18768
Arizona,04,303188,6465
Massachusetts,25,208623,10531
Wisconsin,55,379693,3175
Texas,48,1184041,21144
Nebraska,31,116434,962
Utah,49,179420,799
Oregon,41,66334,830
Florida,12,944737,18084
New York,36,606878,33804
Rhode Island,44,50573,1309
Georgia,13,434916,8972
New Hampshire,33,18042,512
North Carolina,37,339672,5076
New Jersey,34,311400,16772
Colorado,08,203578,2821
Maryland,24,184140,4448
Nevada,32,136672,2030
Tennessee,47,337637,4254
Hawaii,15,17405,231
Indiana,18,303575,5332
Kentucky,21,163767,1906
Minnesota,27,276556,3321
Oklahoma,40,177874,1649
Pennsylvania,42,320250,9932
South Carolina,45,207552,4288
District of Columbia,11,20290,672
Kansas,20,144831,1462
Missouri,29,288308,3697
Vermont,50,3714,63
Virginia,51,221038,3942
Connecticut,09,106740,4871
Iowa,19,214792,2222
Louisiana,22,221160,6284
Ohio,39,363304,6020
Michigan,26,340223,8937
South Dakota,46,73848,819
Arkansas,05,146190,2387
Delaware,10,32211,752
Mississippi,28,143879,3676
New Mexico,35,84148,1402
North Dakota,38,73403,852
Wyoming,56,29431,202
Alaska,02,28128,97
Maine,23,10544,177
Alabama,01,234080,3459
Idaho,16,93602,869
Montana,30,56428,615
West Virginia,54,41114,667
