state,fips,cases,deaths
Washington,53,39661,1395
Illinois,17,151055,7315
California,06,296304,6708
Arizona,04,108710,1973
Massachusetts,25,110602,8243
Wisconsin,55,36526,818
Texas,48,229116,2935
Nebraska,31,20437,291
Utah,49,26921,201
Oregon,41,10872,228
Florida,12,223775,3888
New York,36,403619,31945
Rhode Island,44,17204,971
Georgia,13,96538,2871
New Hampshire,33,5952,386
North Carolina,37,77661,1470
New Jersey,34,175986,15423
Colorado,08,35185,1707
Maryland,24,71455,3275
Nevada,32,24378,556
Tennessee,47,54756,678
Hawaii,15,1076,19
Indiana,18,50309,2732
Kentucky,21,18204,634
Minnesota,27,39627,1523
Oklahoma,40,17893,407
Pennsylvania,42,96817,6864
South Carolina,45,48909,884
District of Columbia,11,10642,564
Kansas,20,17807,291
Missouri,29,26343,1089
Vermont,50,1256,56
Virginia,51,67375,1905
Connecticut,09,47108,4343
Iowa,19,32716,739
Louisiana,22,70259,3339
Ohio,39,60181,2991
Michigan,26,74660,6266
South Dakota,46,7242,98
Arkansas,05,25246,305
Delaware,10,12462,515
Mississippi,28,32888,1188
New Mexico,35,14017,527
North Dakota,38,3975,89
Wyoming,56,1740,21
Alaska,02,1472,15
Maine,23,3460,110
Alabama,01,46962,1058
Idaho,16,9004,98
Montana,30,1371,23
West Virginia,54,3707,95
