state,fips,cases,deaths
Washington,53,36417,1353
Illinois,17,147293,7222
California,06,256298,6315
Arizona,04,91894,1802
Massachusetts,25,109628,8149
Wisconsin,55,33565,804
Texas,48,190049,2609
Nebraska,31,19660,285
Utah,49,24070,181
Oregon,41,9643,215
Florida,12,178586,3683
New York,36,400561,31836
Rhode Island,44,16991,960
Georgia,13,85079,2808
New Hampshire,33,5857,376
North Carolina,37,70451,1413
New Jersey,34,174598,15164
Colorado,08,33607,1701
Maryland,24,69422,3223
Nevada,32,20878,530
Tennessee,47,47882,626
Hawaii,15,957,19
Indiana,18,48099,2682
Kentucky,21,16655,608
Minnesota,27,37661,1503
Oklahoma,40,15065,398
Pennsylvania,42,93418,6790
South Carolina,45,41532,793
District of Columbia,11,10435,555
Kansas,20,16015,283
Missouri,29,23620,1060
Vermont,50,1236,56
Virginia,51,64393,1845
Connecticut,09,46717,4335
Iowa,19,30631,721
Louisiana,22,63397,3278
Ohio,39,55257,2903
Michigan,26,72306,6219
South Dakota,46,6978,97
Arkansas,05,22622,281
Delaware,10,11923,512
Mississippi,28,29684,1103
New Mexico,35,12776,511
North Dakota,38,3731,89
Wyoming,56,1582,20
Alaska,02,1284,13
Maine,23,3373,105
Alabama,01,41865,1006
Idaho,16,7034,94
Montana,30,1128,23
West Virginia,54,3126,93
