state,fips,cases,deaths
Washington,53,158234,2807
Illinois,17,675543,12294
California,06,1153005,18875
Arizona,04,307943,6515
Massachusetts,25,211199,10551
Wisconsin,55,386441,3295
Texas,48,1204464,21338
Nebraska,31,117929,985
Utah,49,182121,810
Oregon,41,67337,848
Florida,12,953292,18156
New York,36,611756,33847
Rhode Island,44,51424,1325
Georgia,13,438441,8979
New Hampshire,33,18382,513
North Carolina,37,343566,5114
New Jersey,34,315675,16819
Colorado,08,207882,2868
Maryland,24,185812,4481
Nevada,32,140572,2053
Tennessee,47,339059,4325
Hawaii,15,17461,231
Indiana,18,309218,5435
Kentucky,21,166478,1938
Minnesota,27,282972,3359
Oklahoma,40,180610,1664
Pennsylvania,42,326615,10014
South Carolina,45,209230,4313
District of Columbia,11,20409,673
Kansas,20,145272,1456
Missouri,29,292786,3869
Vermont,50,3762,64
Virginia,51,223582,3979
Connecticut,09,107280,4881
Iowa,19,217786,2271
Louisiana,22,224403,6323
Ohio,39,371908,6118
Michigan,26,347076,9094
South Dakota,46,74859,821
Arkansas,05,148312,2405
Delaware,10,32664,757
Mississippi,28,144544,3729
New Mexico,35,86247,1430
North Dakota,38,74407,889
Wyoming,56,29959,202
Alaska,02,28708,110
Maine,23,10799,189
Alabama,01,236865,3472
Idaho,16,95588,881
Montana,30,57559,630
West Virginia,54,42083,682
