state,fips,cases,deaths
Washington,53,302546,4178
Illinois,17,1095917,20535
California,06,3141303,36326
Arizona,04,710273,12014
Massachusetts,25,491452,13987
Wisconsin,55,577991,6140
Texas,48,2228301,34496
Nebraska,31,187496,1960
Utah,49,333118,1571
Oregon,41,136839,1874
Florida,12,1627595,25010
New York,36,1309660,41530
Rhode Island,44,109735,2083
Georgia,13,829023,12653
New Hampshire,33,60951,971
North Carolina,37,708931,8511
New Jersey,34,650388,20875
Colorado,08,385153,5548
Maryland,24,337129,6792
Nevada,32,268344,3967
Tennessee,47,688782,8695
Hawaii,15,24823,329
Indiana,18,608498,9642
Kentucky,21,344565,3626
Minnesota,27,452336,6100
Oklahoma,40,365992,3187
Pennsylvania,42,799948,20322
South Carolina,45,409188,6404
District of Columbia,11,34905,867
Kansas,20,269611,3598
Missouri,29,478517,6932
Vermont,50,10759,169
Virginia,51,463751,6002
Connecticut,09,237815,6819
Iowa,19,311695,4478
Louisiana,22,380255,8483
Ohio,39,853982,10599
Michigan,26,593726,14940
South Dakota,46,106716,1684
Arkansas,05,281382,4549
Delaware,10,73233,1027
Mississippi,28,261167,5713
New Mexico,35,167731,3079
North Dakota,38,96592,1428
Wyoming,56,50583,571
Alaska,02,52572,245
Maine,23,36274,540
Alabama,01,436087,6486
Idaho,16,159000,1669
Montana,30,91145,1106
West Virginia,54,113615,1856
