state,fips,cases,deaths
Washington,53,675,42
Illinois,17,94,0
California,06,478,6
Arizona,04,13,0
Massachusetts,25,164,0
Wisconsin,55,33,0
Texas,48,80,0
Nebraska,31,31,0
Utah,49,29,0
Oregon,41,39,1
Florida,12,109,3
New York,36,732,6
Rhode Island,44,20,0
Georgia,13,97,1
New Hampshire,33,13,0
North Carolina,37,32,0
New Jersey,34,98,2
Colorado,08,136,2
Maryland,24,32,0
Nevada,32,26,0
Tennessee,47,39,0
Hawaii,15,7,0
Indiana,18,19,0
Kentucky,21,21,0
Minnesota,27,35,0
Oklahoma,40,8,0
Pennsylvania,42,68,0
South Carolina,45,28,0
District of Columbia,11,17,0
Kansas,20,9,1
Missouri,29,5,0
Vermont,50,8,0
Virginia,51,45,1
Connecticut,09,26,0
Iowa,19,22,0
Louisiana,22,103,2
Ohio,39,37,0
Michigan,26,53,0
South Dakota,46,9,1
Arkansas,05,16,0
Delaware,10,7,0
Mississippi,28,10,0
New Mexico,35,17,0
North Dakota,38,1,0
Wyoming,56,3,0
Alaska,02,1,0
Maine,23,12,0
Alabama,01,23,0
Idaho,16,5,0
Montana,30,6,0
West Virginia,54,0,0
