state,fips,cases,deaths
Washington,53,44257,1465
Illinois,17,157055,7425
California,06,346593,7227
Arizona,04,128126,2341
Massachusetts,25,112130,8340
Wisconsin,55,41516,834
Texas,48,284638,3449
Nebraska,31,21717,299
Utah,49,30774,226
Oregon,41,12834,247
Florida,12,291621,4408
New York,36,407875,32092
Rhode Island,44,17588,985
Georgia,13,114579,2996
New Hampshire,33,6091,392
North Carolina,37,89767,1582
New Jersey,34,177862,15582
Colorado,08,37761,1739
Maryland,24,74836,3334
Nevada,32,29669,613
Tennessee,47,65412,757
Hawaii,15,1243,21
Indiana,18,54001,2775
Kentucky,21,20702,665
Minnesota,27,43208,1548
Oklahoma,40,21738,428
Pennsylvania,42,101360,6973
South Carolina,45,60389,993
District of Columbia,11,10946,568
Kansas,20,20347,303
Missouri,29,30817,1136
Vermont,50,1305,56
Virginia,51,72443,1977
Connecticut,09,47530,4372
Iowa,19,35942,759
Louisiana,22,82150,3445
Ohio,39,67995,3069
Michigan,26,78045,6330
South Dakota,46,7572,109
Arkansas,05,29733,331
Delaware,10,12969,518
Mississippi,28,37542,1272
New Mexico,35,15514,551
North Dakota,38,4497,92
Wyoming,56,1951,22
Alaska,02,1897,15
Maine,23,3566,114
Alabama,01,57255,1164
Idaho,16,11962,103
Montana,30,2038,34
West Virginia,54,4407,97
