state,fips,cases,deaths
Washington,53,366907,5309
Illinois,17,1248133,23579
California,06,3668917,59233
Arizona,04,841811,16967
Massachusetts,25,635580,17185
Wisconsin,55,636250,7316
Texas,48,2794062,48537
Nebraska,31,209912,2284
Utah,49,385700,2122
Oregon,41,165013,2396
Florida,12,2057727,33424
New York,36,1871595,49790
Rhode Island,44,137329,2619
Georgia,13,1035186,18473
New Hampshire,33,84176,1238
North Carolina,37,919817,12137
New Jersey,34,908812,24528
Colorado,08,464782,6175
Maryland,24,411529,8286
Nevada,32,303799,5249
Tennessee,47,797531,11798
Hawaii,15,29779,460
Indiana,18,689785,13039
Kentucky,21,430116,6151
Minnesota,27,519607,6926
Oklahoma,40,438364,4953
Pennsylvania,42,1030415,25150
South Carolina,45,551630,9146
District of Columbia,11,44513,1064
Kansas,20,304657,4913
Missouri,29,585211,8977
Vermont,50,19275,227
Virginia,51,618976,10252
Connecticut,09,310888,7886
Iowa,19,351402,5743
Louisiana,22,444933,10141
Ohio,39,1017566,18609
Michigan,26,745944,17112
South Dakota,46,117759,1935
Arkansas,05,330398,5626
Delaware,10,94802,1559
Mississippi,28,305146,7032
New Mexico,35,191652,3939
North Dakota,38,103123,1498
Wyoming,56,56310,700
Alaska,02,62559,299
Maine,23,50504,743
Alabama,01,515388,10554
Idaho,16,180643,1965
Montana,30,104677,1437
West Virginia,54,141738,2676
