state,fips,cases,deaths
Washington,53,2469,123
Illinois,17,1535,16
California,06,2644,52
Arizona,04,326,6
Massachusetts,25,1159,11
Wisconsin,55,481,5
Texas,48,857,11
Nebraska,31,77,0
Utah,49,299,1
Oregon,41,209,8
Florida,12,1467,20
New York,36,25704,264
Rhode Island,44,124,0
Georgia,13,1095,38
New Hampshire,33,108,1
North Carolina,37,397,0
New Jersey,34,3675,44
Colorado,08,912,11
Maryland,24,349,4
Nevada,32,315,6
Tennessee,47,678,2
Hawaii,15,90,0
Indiana,18,371,17
Kentucky,21,157,3
Minnesota,27,264,1
Oklahoma,40,106,3
Pennsylvania,42,851,8
South Carolina,45,342,8
District of Columbia,11,137,2
Kansas,20,102,3
Missouri,29,255,5
Vermont,50,95,7
Virginia,51,291,7
Connecticut,09,618,12
Iowa,19,124,1
Louisiana,22,1388,46
Ohio,39,564,8
Michigan,26,1791,24
South Dakota,46,30,1
Arkansas,05,231,2
Delaware,10,104,0
Mississippi,28,320,1
New Mexico,35,100,0
North Dakota,38,37,0
Wyoming,56,37,0
Alaska,02,42,0
Maine,23,118,0
Alabama,01,242,0
Idaho,16,73,0
Montana,30,51,0
West Virginia,54,39,0
