state,fips,cases,deaths
Washington,53,110748,2463
Illinois,17,401622,9963
California,06,926893,17567
Arizona,04,242510,5920
Massachusetts,25,155564,9951
Wisconsin,55,226712,2008
Texas,48,939355,18372
Nebraska,31,68150,646
Utah,49,110666,598
Oregon,41,43793,674
Florida,12,794616,16647
New York,36,507913,33128
Rhode Island,44,32312,1195
Georgia,13,368840,7737
New Hampshire,33,10768,482
North Carolina,37,269419,4307
New Jersey,34,236340,16332
Colorado,08,102665,2295
Maryland,24,143875,4127
Nevada,32,98814,1770
Tennessee,47,252727,3229
Hawaii,15,15046,214
Indiana,18,175190,4260
Kentucky,21,105517,1524
Minnesota,27,142364,2472
Oklahoma,40,120193,1306
Pennsylvania,42,208087,8828
South Carolina,45,174591,3889
District of Columbia,11,17074,645
Kansas,20,83838,1008
Missouri,29,184847,2978
Vermont,50,2141,58
Virginia,51,178183,3636
Connecticut,09,70446,4609
Iowa,19,123232,1705
Louisiana,22,186216,5908
Ohio,39,208937,5275
Michigan,26,189926,7651
South Dakota,46,43000,403
Arkansas,05,109712,1894
Delaware,10,24553,689
Mississippi,28,118587,3310
New Mexico,35,44904,994
North Dakota,38,41135,504
Wyoming,56,12507,87
Alaska,02,15417,72
Maine,23,6467,146
Alabama,01,189149,2914
Idaho,16,63195,618
Montana,30,30932,339
West Virginia,54,23466,443
