state,fips,cases,deaths
Washington,53,323947,4531
Illinois,17,1148947,21738
California,06,3417452,44152
Arizona,04,780872,14051
Massachusetts,25,543934,14999
Wisconsin,55,600782,6617
Texas,48,2494795,39490
Nebraska,31,194707,2081
Utah,49,354608,1736
Oregon,41,147122,2034
Florida,12,1777975,27695
New York,36,1480481,44387
Rhode Island,44,117891,2212
Georgia,13,917063,14642
New Hampshire,33,68379,1104
North Carolina,37,799927,10017
New Jersey,34,722166,21989
Colorado,08,407701,5828
Maryland,24,363829,7349
Nevada,32,284137,4521
Tennessee,47,729389,10370
Hawaii,15,26398,415
Indiana,18,642865,11817
Kentucky,21,381271,4224
Minnesota,27,468186,6367
Oklahoma,40,403954,3813
Pennsylvania,42,875557,22493
South Carolina,45,466373,7651
District of Columbia,11,38035,952
Kansas,20,284560,4101
Missouri,29,502432,7562
Vermont,50,12900,183
Virginia,51,529125,6778
Connecticut,09,259372,7214
Iowa,19,324590,5108
Louisiana,22,411812,9119
Ohio,39,920217,11659
Michigan,26,620235,15843
South Dakota,46,109229,1809
Arkansas,05,306736,5076
Delaware,10,80594,1208
Mississippi,28,281678,6269
New Mexico,35,177556,3401
North Dakota,38,98180,1453
Wyoming,56,52627,624
Alaska,02,54880,269
Maine,23,41218,635
Alabama,01,472423,8515
Idaho,16,165259,1769
Montana,30,95813,1315
West Virginia,54,124708,2129
