state,fips,cases,deaths
Washington,53,104624,2384
Illinois,17,360160,9622
California,06,890153,17189
Arizona,04,233948,5854
Massachusetts,25,146166,9780
Wisconsin,55,192225,1707
Texas,48,886421,17743
Nebraska,31,60308,586
Utah,49,98037,558
Oregon,41,40458,638
Florida,12,762525,16209
New York,36,493245,33005
Rhode Island,44,29123,1169
Georgia,13,353449,7523
New Hampshire,33,9917,469
North Carolina,37,251010,4063
New Jersey,34,225012,16245
Colorado,08,89245,2220
Maryland,24,137720,4058
Nevada,32,92193,1735
Tennessee,47,232100,2946
Hawaii,15,14379,202
Indiana,18,154822,4023
Kentucky,21,93110,1424
Minnesota,27,126644,2334
Oklahoma,40,110855,1210
Pennsylvania,42,191347,8629
South Carolina,45,166357,3708
District of Columbia,11,16498,642
Kansas,20,76299,952
Missouri,29,167435,2716
Vermont,50,1971,58
Virginia,51,168772,3515
Connecticut,09,64871,4567
Iowa,19,110444,1594
Louisiana,22,181132,5790
Ohio,39,188005,5149
Michigan,26,167857,7420
South Dakota,46,35044,333
Arkansas,05,101596,1751
Delaware,10,23375,670
Mississippi,28,112123,3223
New Mexico,35,38715,950
North Dakota,38,34170,427
Wyoming,56,9848,61
Alaska,02,12559,64
Maine,23,6027,146
Alabama,01,175674,2828
Idaho,16,55922,551
Montana,30,24818,276
West Virginia,54,20734,413
