state,fips,cases,deaths
Washington,53,29466,1268
Illinois,17,137535,6846
California,06,174854,5495
Arizona,04,50198,1347
Massachusetts,25,106936,7827
Wisconsin,55,27314,751
Texas,48,111594,2186
Nebraska,31,17707,249
Utah,49,17173,155
Oregon,41,6682,188
Florida,12,93789,3143
New York,36,392037,30839
Rhode Island,44,16337,894
Georgia,13,60669,2602
New Hampshire,33,5518,339
North Carolina,37,51640,1239
New Jersey,34,168834,12857
Colorado,08,30334,1647
Maryland,24,64565,3052
Nevada,32,12977,486
Tennessee,47,34223,516
Hawaii,15,791,17
Indiana,18,43135,2536
Kentucky,21,13800,542
Minnesota,27,32499,1404
Oklahoma,40,10037,368
Pennsylvania,42,85678,6467
South Carolina,45,23786,644
District of Columbia,11,9984,531
Kansas,20,12218,257
Missouri,29,18155,975
Vermont,50,1147,56
Virginia,51,57443,1607
Connecticut,09,45715,4251
Iowa,19,25552,685
Louisiana,22,49497,3104
Ohio,39,44262,2697
Michigan,26,67721,6091
South Dakota,46,6225,81
Arkansas,05,15142,224
Delaware,10,10681,434
Mississippi,28,21022,943
New Mexico,35,10430,466
North Dakota,38,3257,82
Wyoming,56,1179,20
Alaska,02,845,10
Maine,23,2938,102
Alabama,01,29549,838
Idaho,16,4006,90
Montana,30,698,20
West Virginia,54,2500,88
