state,fips,cases,deaths
Washington,53,279,24
Illinois,17,19,0
California,06,179,3
Arizona,04,6,0
Massachusetts,25,92,0
Wisconsin,55,3,0
Texas,48,31,0
Nebraska,31,17,0
Utah,49,4,0
Oregon,41,14,0
Florida,12,23,2
New York,36,173,0
Rhode Island,44,5,0
Georgia,13,22,0
New Hampshire,33,5,0
North Carolina,37,7,0
New Jersey,34,15,1
Colorado,08,17,0
Maryland,24,9,0
Nevada,32,4,0
Tennessee,47,7,0
Hawaii,15,2,0
Indiana,18,6,0
Kentucky,21,7,0
Minnesota,27,3,0
Oklahoma,40,2,0
Pennsylvania,42,12,0
South Carolina,45,9,0
District of Columbia,11,4,0
Kansas,20,1,0
Missouri,29,1,0
Vermont,50,1,0
Virginia,51,8,0
Connecticut,09,2,0
Iowa,19,13,0
Louisiana,22,6,0
Ohio,39,3,0
Michigan,26,2,0
South Dakota,46,5,1
Arkansas,05,0,0
Delaware,10,0,0
Mississippi,28,0,0
New Mexico,35,0,0
North Dakota,38,0,0
Wyoming,56,0,0
Alaska,02,0,0
Maine,23,0,0
Alabama,01,0,0
Idaho,16,0,0
Montana,30,0,0
West Virginia,54,0,0
