state,fips,cases,deaths
Washington,53,19336,1015
Illinois,17,92669,4149
California,06,78933,3254
Arizona,04,13631,679
Massachusetts,25,84933,5705
Wisconsin,55,12551,453
Texas,48,47866,1330
Nebraska,31,10220,129
Utah,49,7068,78
Oregon,41,3612,137
Florida,12,44803,1963
New York,36,353136,27953
Rhode Island,44,12434,489
Georgia,13,35655,1573
New Hampshire,33,3556,171
North Carolina,37,18009,671
New Jersey,34,145089,10249
Colorado,08,21604,1192
Maryland,24,38083,1957
Nevada,32,6810,349
Tennessee,47,17204,292
Hawaii,15,629,17
Indiana,18,27919,1741
Kentucky,21,7773,346
Minnesota,27,14969,709
Oklahoma,40,5237,288
Pennsylvania,42,65228,4490
South Carolina,45,8661,380
District of Columbia,11,7042,375
Kansas,20,8059,189
Missouri,29,10794,593
Vermont,50,934,53
Virginia,51,29683,1002
Connecticut,09,36703,3339
Iowa,19,14328,346
Louisiana,22,34183,2479
Ohio,39,27476,1610
Michigan,26,50416,4880
South Dakota,46,3959,44
Arkansas,05,4578,98
Delaware,10,7547,286
Mississippi,28,11123,510
New Mexico,35,5847,259
North Dakota,38,1848,42
Wyoming,56,741,7
Alaska,02,392,8
Maine,23,1648,70
Alabama,01,11674,485
Idaho,16,2419,73
Montana,30,468,16
West Virginia,54,1470,65
