state,fips,cases,deaths
Washington,53,11864,637
Illinois,17,30357,1302
California,06,31544,1176
Arizona,04,4929,188
Massachusetts,25,38077,1706
Wisconsin,55,4346,222
Texas,48,19441,503
Nebraska,31,1473,28
Utah,49,3071,27
Oregon,41,1910,74
Florida,12,26306,773
New York,36,246741,17793
Rhode Island,44,4706,150
Georgia,13,17619,682
New Hampshire,33,1392,41
North Carolina,37,6493,183
New Jersey,34,85301,4202
Colorado,08,9730,421
Maryland,24,12892,548
Nevada,32,3710,158
Tennessee,47,6824,151
Hawaii,15,574,10
Indiana,18,11301,652
Kentucky,21,2960,149
Minnesota,27,2356,134
Oklahoma,40,2599,140
Pennsylvania,42,32992,1285
South Carolina,45,4377,120
District of Columbia,11,2793,96
Kansas,20,1897,94
Missouri,29,5667,196
Vermont,50,812,36
Virginia,51,8536,277
Connecticut,09,17962,1127
Iowa,19,2915,75
Louisiana,22,23928,1296
Ohio,39,11602,471
Michigan,26,31349,2389
South Dakota,46,1635,7
Arkansas,05,1781,39
Delaware,10,2538,67
Mississippi,28,4274,159
New Mexico,35,1845,55
North Dakota,38,585,10
Wyoming,56,422,2
Alaska,02,317,7
Maine,23,867,34
Alabama,01,4903,160
Idaho,16,1672,45
Montana,30,433,10
West Virginia,54,890,20
